,,,Metal Payable Percent (%)
55,Zinc,38,0.0
55,Zinc,8,0.0
55,Zinc,47,0.0
326,Cobalt,47,0.0
326,Cobalt,16,0.0
326,Cobalt,17,0.0
326,Cobalt,4,0.0
326,Cobalt,19,0.0
326,Cobalt,41,0.0
326,Cobalt,9,0.0
326,Cobalt,42,0.0
326,Cobalt,48,0.0
326,Cobalt,32,0.0
326,Cobalt,43,0.0
326,Cobalt,2,0.0
326,Cobalt,26,0.0
326,Cobalt,12,0.0
326,Cobalt,35,0.0
326,Cobalt,0,0.0
326,Cobalt,15,0.0
326,Cobalt,14,0.0
326,Cobalt,37,0.0
724,Copper,11,5.414719000000005
724,Copper,49,3.9872739999999993
724,Copper,46,4.466521999999998
724,Copper,25,2.0
724,Copper,18,2.0
724,Copper,10,2.0
724,Copper,24,2.0
724,Copper,38,2.0
724,Copper,8,2.0
1092,Gold,5,0.1999969999999962
1092,Gold,11,0.1999969999999962
1092,Gold,49,0.1999969999999962
1092,Gold,46,0.1999969999999962
1092,Gold,25,0.1999969999999962
1092,Gold,18,0.1999969999999962
1092,Gold,10,0.1999969999999962
1092,Gold,24,0.1999969999999962
1092,Gold,38,0.1999969999999962
1092,Gold,8,0.1999969999999962
1092,Gold,47,0.1999969999999962
1092,Gold,16,0.1999969999999962
1092,Gold,17,0.1999969999999962
1092,Gold,4,0.1999969999999962
1092,Gold,19,0.1999969999999962
1092,Gold,41,0.1999969999999962
1092,Gold,9,0.1999969999999962
1092,Gold,42,0.1999969999999962
1054,Gold,47,0.09999799999999937
1054,Gold,16,0.09999799999999937
1054,Gold,17,0.09999799999999937
1054,Gold,4,0.09999799999999937
1054,Gold,19,0.09999799999999937
1054,Gold,41,0.09999799999999937
1054,Gold,9,0.09999799999999937
1054,Gold,42,0.09999799999999937
1054,Gold,48,0.09999799999999937
1054,Gold,32,0.09999799999999937
1054,Gold,43,0.09999799999999937
1054,Gold,2,0.09999799999999937
1054,Gold,26,0.09999799999999937
1054,Gold,12,0.09999799999999937
1054,Gold,35,0.09999799999999937
1054,Gold,0,0.09999799999999937
1054,Gold,13,0.09999799999999937
523,Gold,49,0.1999969999999962
523,Gold,46,0.1999969999999962
523,Gold,25,0.1999969999999962
523,Gold,18,0.1999969999999962
523,Gold,10,0.1999969999999962
523,Gold,24,0.1999969999999962
523,Gold,38,0.1999969999999962
523,Gold,8,0.1999969999999962
523,Gold,47,0.1999969999999962
523,Gold,16,0.1999969999999962
117,Gold,46,0.1999969999999962
117,Gold,25,0.1999969999999962
117,Gold,18,0.1999969999999962
117,Gold,10,0.1999969999999962
117,Gold,24,0.1999969999999962
117,Gold,38,0.1999969999999962
979,Gold,16,0.1999969999999962
979,Gold,17,0.1999969999999962
979,Gold,4,0.1999969999999962
979,Gold,19,0.1999969999999962
979,Gold,41,0.1999969999999962
979,Gold,9,0.1999969999999962
979,Gold,42,0.1999969999999962
979,Gold,48,0.1999969999999962
979,Gold,32,0.1999969999999962
979,Gold,43,0.1999969999999962
979,Gold,2,0.1999969999999962
979,Gold,26,0.1999969999999962
1037,Gold,7,5.0
1037,Gold,22,5.0
1037,Gold,36,5.0
1037,Gold,45,5.0
1037,Gold,33,5.0
1037,Gold,28,5.0946579999999955
1037,Gold,44,5.0
1037,Gold,1,5.0
1037,Gold,39,5.0
1037,Gold,27,5.1304700000000025
1037,Gold,31,5.588263999999995
1037,Gold,5,5.799057000000005
1037,Gold,11,6.569205999999994
1037,Gold,49,7.632484000000005
1037,Gold,46,8.555678999999998
1037,Gold,25,9.965248000000003
1037,Gold,18,12.344954999999999
1037,Gold,10,24.0
1037,Gold,24,24.0
1037,Gold,38,24.0
1037,Gold,8,24.0
1037,Gold,47,24.0
1037,Gold,16,24.0
1037,Gold,17,24.0
1037,Gold,4,24.0
1037,Gold,19,24.0
1037,Gold,41,24.0
1037,Gold,9,24.0
1037,Gold,42,24.0
1037,Gold,48,24.0
1037,Gold,32,24.0
1037,Gold,43,24.0
1037,Gold,2,24.0
1037,Gold,26,24.0
1037,Gold,12,24.0
1037,Gold,35,24.0
1037,Gold,0,24.0
1037,Gold,13,24.0
1037,Gold,15,24.0
1037,Gold,14,24.0
1037,Gold,37,24.0
654,Copper,18,3.0
654,Copper,10,3.0
654,Copper,24,3.0
654,Copper,38,3.0
654,Copper,8,3.0
654,Copper,47,3.0
654,Copper,16,3.0
654,Copper,17,3.0
654,Copper,4,3.0
654,Copper,19,3.0
654,Copper,41,3.0
654,Copper,9,3.0
654,Copper,42,3.0
654,Copper,48,3.0
654,Copper,32,3.0
654,Copper,43,3.0
654,Copper,2,3.0
654,Copper,26,3.0
654,Copper,12,3.0
414,Copper,27,3.0
414,Copper,31,3.0
414,Copper,5,3.0
414,Copper,11,3.0
414,Copper,49,3.0
414,Copper,46,3.0
414,Copper,25,3.0
414,Copper,18,3.0
414,Copper,10,3.0
414,Copper,24,3.0
414,Copper,38,3.0
414,Copper,8,3.0
414,Copper,47,3.0
414,Copper,16,3.0
414,Copper,17,3.0
414,Copper,4,3.0
414,Copper,19,3.0
414,Copper,41,3.0
414,Copper,9,3.0
414,Copper,42,3.0
414,Copper,48,3.0
414,Copper,32,3.0
414,Copper,43,3.0
414,Copper,2,3.0
414,Copper,26,3.0
414,Copper,12,3.0
414,Copper,35,3.0
414,Copper,0,3.0
414,Copper,13,3.0
414,Copper,15,3.0
414,Copper,14,3.0
414,Copper,37,3.0
687,Copper,31,3.0
687,Copper,5,3.0
687,Copper,11,3.0
687,Copper,49,3.0
687,Copper,46,3.0
687,Copper,25,3.0
687,Copper,18,3.0
687,Copper,10,3.0
687,Copper,24,3.0
687,Copper,38,3.0
687,Copper,8,3.0
687,Copper,47,3.0
687,Copper,16,3.0
687,Copper,17,3.0
687,Copper,4,3.0
687,Copper,19,3.0
687,Copper,41,3.0
687,Copper,9,3.0
687,Copper,42,3.0
687,Copper,48,3.0
687,Copper,32,3.0
687,Copper,43,3.0
687,Copper,2,3.0
687,Copper,26,3.0
687,Copper,12,3.0
687,Copper,35,3.0
687,Copper,0,3.0
687,Copper,13,3.0
687,Copper,15,3.0
687,Copper,14,3.0
687,Copper,37,3.0
458,Copper,18,3.0
458,Copper,10,3.0
458,Copper,24,3.0
458,Copper,38,3.0
458,Copper,8,3.0
458,Copper,47,3.0
458,Copper,16,3.0
458,Copper,17,3.0
458,Copper,4,3.0
458,Copper,19,3.0
458,Copper,41,3.0
458,Copper,9,3.0
458,Copper,42,3.0
458,Copper,48,3.0
458,Copper,32,3.0
458,Copper,43,3.0
458,Copper,2,3.0
458,Copper,26,3.0
458,Copper,12,3.0
458,Copper,35,3.0
458,Copper,0,3.0
458,Copper,13,3.0
458,Copper,15,3.0
458,Copper,14,3.0
458,Copper,37,3.0
565,Zinc,5,17.204300000000003
565,Zinc,11,17.204300000000003
565,Zinc,49,17.204300000000003
565,Zinc,46,17.204300000000003
565,Zinc,25,17.204300000000003
565,Zinc,18,17.204300000000003
565,Zinc,10,17.021277999999995
565,Zinc,24,17.112296999999998
565,Zinc,38,17.112296999999998
565,Zinc,8,17.112296999999998
565,Zinc,47,17.112296999999998
565,Zinc,16,17.112296999999998
565,Zinc,17,17.112296999999998
565,Zinc,4,17.112296999999998
565,Zinc,19,17.112296999999998
565,Zinc,41,17.112296999999998
565,Zinc,9,17.112296999999998
565,Zinc,42,17.112296999999998
565,Zinc,48,17.112296999999998
565,Zinc,32,17.112296999999998
565,Zinc,43,17.112296999999998
565,Zinc,2,17.112296999999998
565,Zinc,26,17.112296999999998
888,Copper,18,3.0
888,Copper,10,3.0
888,Copper,24,3.0
888,Copper,38,3.0
888,Copper,8,3.0
888,Copper,47,3.0
888,Copper,16,3.0
888,Copper,17,3.0
888,Copper,4,3.0
888,Copper,19,3.0
888,Copper,41,3.0
888,Copper,9,3.0
888,Copper,42,3.0
888,Copper,48,3.0
888,Copper,32,3.0
888,Copper,43,3.0
888,Copper,2,3.0
888,Copper,26,3.0
888,Copper,12,3.0
888,Copper,35,3.0
317,Gold,7,0.0
317,Gold,22,0.0
317,Gold,36,0.0
317,Gold,45,0.0
317,Gold,33,0.0
317,Gold,28,0.0
317,Gold,44,0.0
317,Gold,1,0.0
317,Gold,39,0.0
317,Gold,27,0.0
317,Gold,31,0.0
317,Gold,5,0.0
317,Gold,11,0.0
317,Gold,49,0.0
317,Gold,46,0.0
317,Gold,25,0.0
317,Gold,18,0.0
317,Gold,10,0.0
317,Gold,24,0.0
317,Gold,38,0.0
626,Silver,27,0.15000899999999717
626,Silver,31,0.1500170000000054
626,Silver,5,0.1999969999999962
626,Silver,11,0.1999969999999962
626,Silver,49,0.1999969999999962
626,Silver,46,0.21476699999999482
626,Silver,25,0.21476699999999482
626,Silver,18,0.21476699999999482
626,Silver,10,0.21476699999999482
626,Silver,24,0.21476699999999482
626,Silver,38,0.21476699999999482
626,Silver,8,0.21476699999999482
626,Silver,47,0.21476699999999482
830,Copper,1,0.0
830,Copper,39,0.0
830,Copper,27,0.0
830,Copper,31,0.0
830,Copper,5,0.0
830,Copper,11,0.0
830,Copper,49,0.0
830,Copper,46,0.0
830,Copper,25,0.0
830,Copper,18,0.0
830,Copper,10,0.0
830,Copper,24,0.0
830,Copper,38,0.0
830,Copper,8,0.0
830,Copper,47,0.0
830,Copper,16,0.0
830,Copper,17,0.0
65,Copper,38,0.0
65,Copper,8,0.0
65,Copper,47,0.0
65,Copper,16,0.0
65,Copper,17,0.0
65,Copper,4,0.0
65,Copper,19,0.0
65,Copper,41,0.0
65,Copper,9,0.0
65,Copper,42,0.0
65,Copper,48,0.0
65,Copper,32,0.0
65,Copper,43,0.0
65,Copper,2,0.0
65,Copper,26,0.0
554,Copper,31,0.0
554,Copper,5,0.0
554,Copper,11,0.0
554,Copper,49,0.0
554,Copper,46,0.0
554,Copper,25,0.0
554,Copper,18,0.0
554,Copper,10,0.0
554,Copper,24,0.0
554,Copper,38,0.0
554,Copper,8,0.0
554,Copper,47,0.0
554,Copper,16,0.0
554,Copper,17,0.0
554,Copper,4,0.0
819,Zinc,22,16.0
819,Zinc,36,16.0
819,Zinc,45,16.0
819,Zinc,33,16.0
819,Zinc,28,16.0
819,Zinc,44,16.0
819,Zinc,1,16.0
819,Zinc,39,16.0
819,Zinc,27,16.0
819,Zinc,31,16.0
819,Zinc,5,16.0
819,Zinc,11,16.0
819,Zinc,49,16.0
819,Zinc,46,16.0
819,Zinc,25,16.0
819,Zinc,18,16.0
819,Zinc,10,16.0
819,Zinc,24,16.0
819,Zinc,38,16.0
819,Zinc,8,16.0
819,Zinc,47,16.0
819,Zinc,16,16.0
819,Zinc,17,16.0
819,Zinc,4,16.0
819,Zinc,19,16.0
819,Zinc,41,16.0
819,Zinc,9,16.0
819,Zinc,42,16.0
819,Zinc,48,16.0
819,Zinc,32,16.0
819,Zinc,43,16.0
819,Zinc,2,16.0
740,Gold,24,0.1999969999999962
740,Gold,38,0.1999969999999962
740,Gold,8,0.1999969999999962
740,Gold,47,0.1999969999999962
740,Gold,16,0.1999969999999962
740,Gold,17,0.1999969999999962
740,Gold,4,0.1999969999999962
740,Gold,19,0.1999969999999962
740,Gold,41,0.1999969999999962
740,Gold,9,0.1999969999999962
740,Gold,42,0.1999969999999962
740,Gold,48,0.1999969999999962
740,Gold,32,0.1999969999999962
740,Gold,43,0.1999969999999962
740,Gold,2,0.1999969999999962
740,Gold,26,0.1999969999999962
740,Gold,12,0.1999969999999962
740,Gold,35,0.1999969999999962
740,Gold,0,0.1999969999999962
740,Gold,13,0.1999969999999962
740,Gold,15,0.1999969999999962
740,Gold,14,0.1999969999999962
740,Gold,37,0.1999969999999962
845,Gold,11,1.030395999999996
845,Gold,49,1.030395999999996
845,Gold,46,1.030395999999996
845,Gold,25,1.030395999999996
845,Gold,18,1.030395999999996
845,Gold,10,1.030395999999996
845,Gold,24,1.030395999999996
845,Gold,38,1.030395999999996
845,Gold,8,1.030395999999996
845,Gold,47,1.030395999999996
845,Gold,16,1.030395999999996
845,Gold,17,1.030395999999996
845,Gold,4,1.030395999999996
845,Gold,19,1.030395999999996
845,Gold,41,1.030395999999996
845,Gold,9,1.030395999999996
845,Gold,42,1.030395999999996
845,Gold,48,1.030395999999996
388,Lead,28,5.0
388,Lead,44,5.0
388,Lead,1,5.0
388,Lead,31,5.0
388,Lead,5,5.0
388,Lead,49,5.0
388,Lead,46,5.0
388,Lead,25,5.0
388,Lead,8,5.0
388,Lead,47,5.0
388,Lead,16,5.0
388,Lead,17,5.0
388,Lead,4,5.0
388,Lead,19,5.0
388,Lead,41,5.0
388,Lead,9,5.0
388,Lead,42,5.0
388,Lead,48,5.0
388,Lead,32,5.0
388,Lead,43,5.0
388,Lead,2,5.0
388,Lead,26,5.0
388,Lead,12,5.0
388,Lead,35,5.0
388,Lead,0,5.0
516,Copper,23,3.0
516,Copper,34,3.0
516,Copper,21,3.0
516,Copper,3,3.0
516,Copper,40,3.0
516,Copper,6,3.0
516,Copper,20,3.0
516,Copper,30,3.0
516,Copper,29,3.0
516,Copper,7,3.0
516,Copper,22,3.0
516,Copper,36,3.0
516,Copper,45,3.0
516,Copper,33,3.0
516,Copper,28,3.0
516,Copper,44,3.0
516,Copper,1,3.0
516,Copper,39,3.0
516,Copper,27,3.0
516,Copper,31,3.0
516,Copper,5,3.0
516,Copper,11,3.0
516,Copper,49,3.0
516,Copper,46,3.0
516,Copper,25,3.0
516,Copper,18,3.0
516,Copper,10,3.0
516,Copper,24,3.0
516,Copper,38,3.0
516,Copper,8,3.0
516,Copper,47,3.0
516,Copper,16,3.0
516,Copper,17,3.0
516,Copper,4,3.0
516,Copper,19,3.0
516,Copper,41,3.0
516,Copper,9,3.0
516,Copper,42,3.0
516,Copper,48,3.0
516,Copper,32,3.0
516,Copper,43,3.0
516,Copper,2,3.0
516,Copper,26,3.0
516,Copper,12,3.0
516,Copper,35,3.0
516,Copper,0,3.0
516,Copper,13,3.0
516,Copper,15,3.0
516,Copper,14,3.0
516,Copper,37,3.0
694,Silver,36,5.0
694,Silver,45,5.0
694,Silver,33,5.0
694,Silver,28,5.0
694,Silver,44,5.0
694,Silver,1,5.0
694,Silver,39,5.0
694,Silver,27,5.0
694,Silver,31,5.0
694,Silver,5,5.0
694,Silver,11,5.0
694,Silver,49,5.0
694,Silver,46,5.0
694,Silver,25,5.0
694,Silver,18,5.0
694,Silver,10,5.0
694,Silver,24,5.0
694,Silver,38,5.0
694,Silver,8,5.0
694,Silver,47,5.0
694,Silver,16,5.0
694,Silver,17,5.0
694,Silver,4,5.0
694,Silver,19,5.0
694,Silver,41,5.0
857,Gold,33,0.1999969999999962
857,Gold,28,0.1999969999999962
857,Gold,44,0.1999969999999962
857,Gold,1,2.0215450000000033
857,Gold,39,1.250518999999997
857,Gold,27,2.134781000000004
857,Gold,31,2.0716249999999974
857,Gold,5,6.682747000000006
857,Gold,11,2.0
857,Gold,49,2.0660019999999975
857,Gold,46,5.369713000000004
857,Gold,25,3.1144939999999934
857,Gold,18,5.021545000000003
857,Gold,10,7.673271
857,Gold,24,8.417122000000006
857,Gold,38,7.174888999999993
857,Gold,8,7.174888999999993
857,Gold,47,7.174888999999993
857,Gold,16,7.174888999999993
857,Gold,17,7.174888999999993
857,Gold,4,7.174888999999993
857,Gold,19,7.174888999999993
857,Gold,41,2.0
857,Gold,9,2.0
857,Gold,42,2.0
857,Gold,48,2.0
857,Gold,32,2.0
857,Gold,43,2.0
857,Gold,2,2.0
857,Gold,26,2.0
857,Gold,12,2.0
857,Gold,35,2.0
857,Gold,0,2.0
857,Gold,13,2.0
857,Gold,15,2.0
857,Gold,14,2.0
857,Gold,37,2.0
178,Zinc,23,16.89344
178,Zinc,34,16.931053000000006
178,Zinc,21,16.89344
178,Zinc,3,16.994056999999998
178,Zinc,40,16.971466000000007
178,Zinc,6,16.971137999999996
178,Zinc,20,16.90329
178,Zinc,30,17.185715000000002
178,Zinc,29,17.297684000000004
178,Zinc,7,18.204605
178,Zinc,22,18.679726000000002
178,Zinc,36,18.674118000000007
178,Zinc,45,18.670783999999998
178,Zinc,33,18.627556
178,Zinc,28,18.651184
178,Zinc,44,18.640411
178,Zinc,1,18.455872
178,Zinc,39,22.597717000000003
178,Zinc,27,19.801902999999996
178,Zinc,31,22.230316000000002
178,Zinc,5,23.078613000000004
178,Zinc,11,20.906113000000005
178,Zinc,49,23.334868999999998
178,Zinc,46,23.865714999999994
178,Zinc,25,25.899688999999995
178,Zinc,18,25.958129999999997
178,Zinc,10,24.607024999999993
178,Zinc,24,24.507164000000003
178,Zinc,38,24.655708000000004
178,Zinc,8,24.232963999999996
178,Zinc,47,24.235832000000002
178,Zinc,16,24.225052000000005
178,Zinc,17,24.705826000000002
178,Zinc,4,25.711449
178,Zinc,19,25.711449
178,Zinc,41,25.711449
178,Zinc,9,25.711449
178,Zinc,42,25.711449
178,Zinc,48,25.711449
178,Zinc,32,28.320480000000003
178,Zinc,43,33.02346
178,Zinc,2,32.056540999999996
178,Zinc,26,22.464011999999997
178,Zinc,12,22.464011999999997
178,Zinc,35,22.464011999999997
178,Zinc,0,22.464011999999997
178,Zinc,13,22.464011999999997
178,Zinc,15,22.464011999999997
178,Zinc,14,22.464011999999997
178,Zinc,37,21.061661
674,Gold,23,0.1999969999999962
674,Gold,34,0.1999969999999962
674,Gold,21,0.1999969999999962
674,Gold,3,0.1999969999999962
674,Gold,40,0.1999969999999962
674,Gold,6,0.1999969999999962
674,Gold,20,0.1999969999999962
674,Gold,30,0.1999969999999962
674,Gold,29,0.1999969999999962
674,Gold,7,0.1999969999999962
674,Gold,22,0.1999969999999962
674,Gold,36,0.1999969999999962
674,Gold,45,0.1999969999999962
674,Gold,33,0.1999969999999962
674,Gold,28,0.1999969999999962
674,Gold,44,0.1999969999999962
674,Gold,1,0.1999969999999962
674,Gold,39,0.1999969999999962
674,Gold,27,0.1999969999999962
674,Gold,31,0.1999969999999962
674,Gold,5,0.1999969999999962
674,Gold,11,0.1999969999999962
674,Gold,49,0.1999969999999962
674,Gold,46,0.1999969999999962
674,Gold,25,0.1999969999999962
674,Gold,18,0.1999969999999962
674,Gold,10,0.1999969999999962
674,Gold,24,0.1999969999999962
674,Gold,38,0.1999969999999962
674,Gold,8,0.1999969999999962
674,Gold,47,0.1999969999999962
674,Gold,16,0.1999969999999962
674,Gold,17,0.1999969999999962
674,Gold,4,0.1999969999999962
674,Gold,19,0.1999969999999962
674,Gold,41,0.1999969999999962
514,Gold,16,2.1040119999999973
514,Gold,17,2.6084589999999963
514,Gold,4,2.6132280000000065
514,Gold,19,2.666083999999998
514,Gold,41,2.724097999999998
514,Gold,9,3.0021059999999977
514,Gold,42,3.1509630000000044
514,Gold,48,3.037575000000004
514,Gold,32,3.097999999999999
514,Gold,43,2.8555829999999958
514,Gold,2,2.862808000000001
514,Gold,26,3.0672069999999962
514,Gold,12,3.334259000000003
514,Gold,35,3.3904110000000003
514,Gold,0,3.3933179999999936
514,Gold,13,3.6055219999999935
514,Gold,15,3.7380679999999984
514,Gold,14,3.631241000000003
514,Gold,37,3.7331159999999954
275,Copper,47,3.0
275,Copper,16,3.0
275,Copper,17,3.0
275,Copper,4,3.0
275,Copper,19,3.0
275,Copper,41,3.0
275,Copper,9,3.0
275,Copper,42,3.0
275,Copper,48,3.0
275,Copper,32,3.0
275,Copper,43,3.0
275,Copper,2,3.0
275,Copper,26,3.0
275,Copper,12,3.0
275,Copper,35,3.0
275,Copper,0,3.0
275,Copper,13,3.0
275,Copper,15,3.0
275,Copper,14,3.0
275,Copper,37,3.0
517,Gold,10,0.1999969999999962
517,Gold,24,0.1999969999999962
517,Gold,38,0.1999969999999962
517,Gold,8,0.1999969999999962
517,Gold,47,0.1999969999999962
517,Gold,16,0.1999969999999962
517,Gold,17,0.1999969999999962
517,Gold,4,0.1999969999999962
517,Gold,19,0.1999969999999962
517,Gold,41,0.1999969999999962
517,Gold,9,0.1999969999999962
1064,Nickel,39,0.0
1064,Nickel,27,0.0
1064,Nickel,5,26.067772000000005
1064,Nickel,11,22.919960000000003
1064,Nickel,49,23.530952
1064,Nickel,46,21.876801
1064,Nickel,25,22.877609000000007
1064,Nickel,18,25.372505000000004
1064,Nickel,10,23.226996999999997
180,Silver,23,5.0
180,Silver,34,5.0
180,Silver,21,5.0
180,Silver,3,5.0
180,Silver,40,5.0
180,Silver,6,5.0
180,Silver,20,5.0
180,Silver,30,5.0
180,Silver,29,5.0
180,Silver,7,5.0
180,Silver,22,5.0
180,Silver,36,5.0
180,Silver,45,5.0
180,Silver,33,5.0
180,Silver,28,5.0
180,Silver,44,5.0
180,Silver,1,5.0
180,Silver,39,5.0
180,Silver,27,5.0
180,Silver,31,0.4999470000000059
180,Silver,5,0.5000229999999988
180,Silver,11,0.41015600000000063
180,Silver,49,0.4402079999999984
180,Silver,46,0.39997099999999364
180,Silver,25,0.14976500000000215
180,Silver,18,0.09999799999999937
180,Silver,10,0.0999829999999946
180,Silver,24,0.09999799999999937
180,Silver,38,0.09999799999999937
180,Silver,8,0.09999799999999937
545,Gold,1,1.0
545,Gold,39,1.0
545,Gold,27,1.0
545,Gold,31,1.0
545,Gold,5,1.0
545,Gold,11,1.0
545,Gold,49,1.0
545,Gold,46,1.0
545,Gold,25,1.0
545,Gold,18,1.0
545,Gold,10,1.0
545,Gold,24,1.0
545,Gold,38,1.0
545,Gold,8,1.0
545,Gold,47,1.0
545,Gold,16,1.0
545,Gold,17,1.0
545,Gold,4,1.0
545,Gold,19,1.0
545,Gold,41,1.0
545,Gold,9,1.0
545,Gold,42,1.0
545,Gold,48,1.0
50,Gold,49,0.1999969999999962
50,Gold,46,0.1999969999999962
50,Gold,25,0.1999969999999962
50,Gold,18,0.1999969999999962
50,Gold,10,0.1999969999999962
50,Gold,24,0.1999969999999962
300,Gold,3,0.1999969999999962
300,Gold,40,0.1999969999999962
300,Gold,6,0.1999969999999962
300,Gold,20,0.1999969999999962
300,Gold,30,0.1999969999999962
300,Gold,29,0.1999969999999962
300,Gold,7,0.1999969999999962
300,Gold,22,0.1999969999999962
300,Gold,27,0.1999969999999962
300,Gold,31,0.1999969999999962
300,Gold,5,0.1999969999999962
300,Gold,11,0.1999969999999962
300,Gold,49,0.1999969999999962
300,Gold,46,0.1999969999999962
300,Gold,25,0.1999969999999962
300,Gold,18,0.1999969999999962
300,Gold,10,0.1999969999999962
300,Gold,24,0.1999969999999962
300,Gold,38,0.1999969999999962
300,Gold,8,0.1999969999999962
300,Gold,47,0.1999969999999962
300,Gold,16,0.1999969999999962
347,Nickel,25,0.0
347,Nickel,18,0.0
347,Nickel,10,0.0
347,Nickel,24,0.0
347,Nickel,8,0.0
347,Nickel,47,0.0
347,Nickel,16,0.0
347,Nickel,17,0.0
347,Nickel,4,0.0
347,Nickel,19,0.0
347,Nickel,41,0.0
347,Nickel,9,0.0
347,Nickel,42,0.0
347,Nickel,48,0.0
347,Nickel,32,0.0
347,Nickel,43,0.0
347,Nickel,2,0.0
347,Nickel,26,0.0
347,Nickel,12,0.0
347,Nickel,35,0.0
944,Gold,1,0.1999969999999962
944,Gold,39,0.1999969999999962
944,Gold,27,0.1999969999999962
944,Gold,31,0.1999969999999962
944,Gold,5,0.1999969999999962
944,Gold,11,0.1999969999999962
944,Gold,49,0.1999969999999962
944,Gold,46,0.09999799999999937
944,Gold,25,0.09999799999999937
944,Gold,18,0.09999799999999937
944,Gold,10,0.09999799999999937
944,Gold,24,0.09999799999999937
944,Gold,38,0.09999799999999937
944,Gold,8,0.09999799999999937
1091,Gold,27,1.0
1091,Gold,31,1.0
1091,Gold,5,1.0
1091,Gold,11,1.0
1091,Gold,49,1.0
1091,Gold,46,1.0
1091,Gold,25,1.0
1091,Gold,18,1.0
1091,Gold,10,1.0
1091,Gold,24,1.0
1091,Gold,38,1.0
1091,Gold,8,1.0
144,Platinum,29,0.0
144,Platinum,7,0.0
144,Platinum,22,0.0
144,Platinum,36,0.0
144,Platinum,45,0.0
144,Platinum,33,0.0
144,Platinum,28,0.0
144,Platinum,44,0.0
144,Platinum,1,0.0
144,Platinum,39,0.0
144,Platinum,27,0.0
144,Platinum,31,2.0
144,Platinum,5,2.0
144,Platinum,11,2.0
144,Platinum,49,2.0
144,Platinum,46,2.0
144,Platinum,25,2.0
144,Platinum,18,2.0
144,Platinum,10,2.0
144,Platinum,8,2.0
144,Platinum,47,2.0
144,Platinum,17,2.0
144,Platinum,9,2.0
144,Platinum,42,2.0
144,Platinum,43,2.0
144,Platinum,2,2.0
144,Platinum,26,2.0
144,Platinum,12,2.0
144,Platinum,35,2.0
144,Platinum,13,2.0
144,Platinum,15,2.0
144,Platinum,14,2.0
144,Platinum,37,2.0
622,Silver,27,15.938643999999996
622,Silver,31,10.198250000000002
622,Silver,5,15.243720999999994
622,Silver,11,15.654655000000005
622,Silver,49,15.890404000000004
622,Silver,46,16.320106999999993
622,Silver,25,16.190467999999996
622,Silver,18,16.49794
622,Silver,10,16.326454
622,Silver,24,17.237801000000005
622,Silver,38,17.043892
622,Silver,8,17.152527000000006
622,Silver,47,17.268699999999995
622,Silver,16,17.268699999999995
622,Silver,17,17.268699999999995
624,Copper,36,5.913978999999998
624,Copper,45,6.111114999999998
624,Copper,33,6.043953000000002
624,Copper,28,6.010925
624,Copper,44,5.945946000000006
624,Copper,1,5.820106999999993
624,Copper,39,5.945946000000006
624,Copper,27,6.043953000000002
624,Copper,31,5.978263999999996
624,Copper,5,5.882355000000004
624,Copper,11,5.913978999999998
624,Copper,49,6.043953000000002
624,Copper,46,5.819396999999995
624,Copper,25,5.602142000000001
624,Copper,18,5.527641000000003
624,Copper,10,5.785445999999993
624,Copper,24,5.785445999999993
624,Copper,38,5.785445999999993
624,Copper,8,5.785445999999993
624,Copper,47,5.785445999999993
624,Copper,16,5.785445999999993
624,Copper,17,5.785445999999993
624,Copper,4,5.785445999999993
624,Copper,19,5.785445999999993
624,Copper,41,5.785445999999993
624,Copper,9,5.785445999999993
624,Copper,42,5.785445999999993
624,Copper,48,5.785445999999993
624,Copper,32,5.785445999999993
624,Copper,43,5.785445999999993
624,Copper,2,5.785445999999993
624,Copper,26,5.785445999999993
707,Gold,31,0.1999969999999962
707,Gold,5,0.1999969999999962
707,Gold,11,0.1999969999999962
707,Gold,49,0.1999969999999962
707,Gold,46,0.1999969999999962
707,Gold,25,0.1999969999999962
707,Gold,18,0.1999969999999962
707,Gold,10,0.1999969999999962
707,Gold,24,0.1999969999999962
707,Gold,38,0.1999969999999962
707,Gold,8,0.1999969999999962
957,Gold,31,0.1999969999999962
957,Gold,5,0.1999969999999962
957,Gold,11,0.1999969999999962
957,Gold,49,0.1999969999999962
957,Gold,46,0.1999969999999962
957,Gold,25,0.1999969999999962
957,Gold,18,0.1999969999999962
957,Gold,10,0.1999969999999962
957,Gold,24,0.1999969999999962
957,Gold,38,0.1999969999999962
957,Gold,8,0.1999969999999962
957,Gold,47,0.1999969999999962
637,Gold,28,0.1999969999999962
637,Gold,44,0.1999969999999962
637,Gold,1,0.1999969999999962
637,Gold,39,0.1999969999999962
637,Gold,27,0.1999969999999962
637,Gold,31,0.1999969999999962
637,Gold,5,0.1999969999999962
637,Gold,11,0.1999969999999962
637,Gold,49,0.1999969999999962
637,Gold,46,0.1999969999999962
637,Gold,25,0.1999969999999962
637,Gold,18,0.1999969999999962
637,Gold,10,0.1999969999999962
637,Gold,24,0.1999969999999962
637,Gold,38,0.1999969999999962
637,Gold,8,0.1999969999999962
79,Gold,11,0.1999969999999962
79,Gold,49,0.1999969999999962
79,Gold,46,0.1999969999999962
79,Gold,25,0.1999969999999962
79,Gold,18,0.1999969999999962
79,Gold,10,0.1999969999999962
79,Gold,24,0.1999969999999962
79,Gold,38,0.1999969999999962
79,Gold,8,0.1999969999999962
