,,,Head Grade (%)
699,Silver,3,0.0162
699,Silver,14,0.0158
699,Silver,42,0.0145
699,Silver,33,0.014
699,Silver,30,0.013000000000000001
699,Silver,20,0.011287776900000001
699,Silver,26,0.011885514100000001
264,Copper,48,1.429251
264,Copper,4,1.264905
264,Copper,29,1.24422
264,Copper,6,0.973026
264,Copper,3,1.082353
264,Copper,14,1.037037
264,Copper,42,0.975309
264,Copper,33,1.320988
264,Copper,30,1.283951
264,Copper,20,1.259975
264,Copper,26,1.111111
264,Copper,27,1.111111
264,Copper,47,1.111111
264,Copper,11,1.111111
264,Copper,8,1.111111
264,Copper,36,1.388889
471,Silver,27,0.0126099998
471,Silver,47,0.012380000300000001
471,Silver,11,0.0102900002
471,Silver,8,0.0116400002
471,Silver,36,0.0136899994
471,Silver,49,0.012700000000000001
471,Silver,9,0.0129199997
471,Silver,0,0.0113699997
471,Silver,34,0.0107099998
471,Silver,43,0.0115199997
471,Silver,32,0.012880000300000001
471,Silver,12,0.0095
471,Silver,31,0.00935
471,Silver,23,0.0075900002000000005
471,Silver,2,0.013669999700000001
471,Silver,41,0.015230000300000001
471,Silver,15,0.0072900002000000005
471,Silver,22,0.0074300003000000005
471,Silver,24,0.0079599998
471,Silver,18,0.0079599998
471,Silver,7,0.007559999800000001
568,Gold,6,0.00023056790000000003
568,Gold,28,0.0002295644
568,Gold,13,0.0002667888
568,Gold,3,0.000318769
568,Gold,14,0.00031244030000000003
568,Gold,42,0.0002586196
568,Gold,33,0.0003394583
568,Gold,30,0.0003263098
568,Gold,20,0.0003261145
568,Gold,26,0.0003261145
568,Gold,27,0.0003261145
568,Gold,47,0.0003261145
568,Gold,11,0.0003261145
568,Gold,8,0.0003261145
568,Gold,36,0.0003261145
568,Gold,49,0.0003261145
568,Gold,9,0.0003261145
568,Gold,0,0.0003261145
568,Gold,34,0.0003261145
568,Gold,43,0.0003261145
568,Gold,32,0.0003261145
568,Gold,12,0.0003261145
568,Gold,31,0.0003261145
1090,Copper,45,1.5
1090,Copper,48,1.6
1090,Copper,4,1.63
1090,Copper,29,1.84
1090,Copper,6,1.8
1090,Copper,28,1.84
1090,Copper,13,1.95
1090,Copper,3,1.86
1090,Copper,14,1.74
1090,Copper,42,1.56
1090,Copper,33,1.51
1090,Copper,30,1.91
1090,Copper,20,1.75
1090,Copper,26,1.54
1090,Copper,27,1.5
1090,Copper,47,1.7
1090,Copper,11,1.6
1090,Copper,8,2.1
1090,Copper,36,2.3
208,Gold,19,0.00013000000000000002
208,Gold,40,0.000131
208,Gold,5,0.000155
208,Gold,45,0.000138
208,Gold,48,0.000125
208,Gold,4,0.00012
208,Gold,29,0.0001272154
208,Gold,6,0.00012
208,Gold,28,0.0001218036
208,Gold,13,0.00012166840000000002
208,Gold,3,0.0001241018
208,Gold,14,0.00012166840000000002
208,Gold,42,0.0001119349
208,Gold,33,0.00011945630000000001
208,Gold,30,0.00012977970000000003
208,Gold,20,0.00011896469999999999
208,Gold,26,0.00012
208,Gold,27,0.00012
208,Gold,47,0.00012
208,Gold,11,0.00012
208,Gold,8,0.00012
208,Gold,36,0.00012
208,Gold,49,0.00012
1081,Platinum,21,0.00018207040000000002
1081,Platinum,35,0.00017922560000000002
1081,Platinum,1,0.0001763807
1081,Platinum,19,0.0001729669
1081,Platinum,40,0.0001735871
1081,Platinum,5,0.0001681591
1081,Platinum,45,0.000162714
1081,Platinum,48,0.0001547598
1081,Platinum,4,0.0001454856
1081,Platinum,29,0.0001466529
1081,Platinum,6,0.0001482637
1081,Platinum,28,0.000140141
1081,Platinum,13,0.0001378822
1081,Platinum,3,0.0002019844
1081,Platinum,14,0.00020084640000000002
1081,Platinum,42,0.0002099499
1081,Platinum,33,0.00021051890000000004
1081,Platinum,30,0.00020710510000000002
1081,Platinum,20,0.00020824300000000002
1081,Platinum,26,0.0001991395
1081,Platinum,27,0.0001991395
1081,Platinum,47,0.00019344980000000003
1081,Platinum,11,0.00019344980000000003
1081,Platinum,8,0.0001877601
1081,Platinum,36,0.0001877601
1081,Platinum,49,0.00018207040000000002
1081,Platinum,9,0.00018207040000000002
1081,Platinum,0,0.000170691
1081,Platinum,34,0.000170691
1081,Platinum,43,0.000170691
1081,Platinum,32,0.000170691
1081,Platinum,12,0.000170691
1081,Platinum,31,0.000170691
544,Silver,45,0.0449
544,Silver,48,0.0375
544,Silver,4,0.0318
544,Silver,29,0.0322
544,Silver,6,0.0324
544,Silver,28,0.031100000000000003
544,Silver,13,0.024900000000000002
544,Silver,3,0.0253
544,Silver,14,0.031400000000000004
544,Silver,42,0.029500000000000002
544,Silver,33,0.023200000000000002
544,Silver,30,0.023
544,Silver,20,0.0222
544,Silver,26,0.025670300300000004
544,Silver,27,0.030000000000000002
751,Zinc,33,3.333333
751,Zinc,30,2.0
751,Zinc,20,3.029223
751,Zinc,26,2.0
751,Zinc,27,2.0
751,Zinc,47,2.0
751,Zinc,11,2.0
583,Gold,42,0.000166
583,Gold,33,0.000152
583,Gold,30,0.000173
583,Gold,20,0.000153
583,Gold,26,0.00015700000000000002
583,Gold,27,0.0001445161
583,Gold,47,0.00011483870000000001
583,Gold,11,0.0001305376
583,Gold,8,9.48387e-05
583,Gold,36,0.00011677420000000002
583,Gold,49,4.43011e-05
583,Gold,9,0.0001447312
920,Silver,44,0.0162
920,Silver,25,0.0162
920,Silver,38,0.0162
920,Silver,17,0.016
920,Silver,37,0.013600000000000001
920,Silver,39,0.0119
920,Silver,16,0.0143
920,Silver,46,0.0143
920,Silver,10,0.014
920,Silver,21,0.0149
920,Silver,35,0.015000000000000001
920,Silver,1,0.01
920,Silver,19,0.0114
920,Silver,40,0.0128179993
920,Silver,5,0.0135136002
920,Silver,45,0.0163959534
920,Silver,48,0.0083
920,Silver,4,0.0094
920,Silver,29,0.0083
920,Silver,6,0.0083
920,Silver,28,0.008
920,Silver,13,0.0094
920,Silver,3,0.0077267319000000004
920,Silver,14,0.0105
920,Silver,42,0.0119
920,Silver,33,0.0123
920,Silver,30,0.013600000000000001
920,Silver,20,0.0176
920,Silver,26,0.016734733600000003
190,Molybdenum,4,0.782426
190,Molybdenum,29,0.665485
190,Molybdenum,6,0.4
190,Molybdenum,28,0.7
296,Gold,20,0.001538
296,Gold,26,0.0014611000000000001
296,Gold,27,0.001388045
296,Gold,47,0.0013186427
296,Gold,11,0.0012527106
296,Gold,8,0.0011900751
296,Gold,36,0.0011305714
296,Gold,49,0.0010740428
730,Zinc,33,5.353245
730,Zinc,30,5.70379
730,Zinc,20,5.70379
730,Zinc,26,5.70379
730,Zinc,27,5.70379
730,Zinc,47,5.70379
730,Zinc,11,5.70379
730,Zinc,8,5.70379
730,Zinc,36,5.70379
730,Zinc,49,5.70379
730,Zinc,9,5.70379
730,Zinc,0,5.70379
730,Zinc,34,5.70379
730,Zinc,43,5.70379
730,Zinc,32,5.70379
907,Silver,45,0.04
907,Silver,48,0.04222911680000001
907,Silver,4,0.031746640000000007
907,Silver,29,0.04107044680000001
907,Silver,6,0.0365463806
907,Silver,28,0.028675109900000002
907,Silver,13,0.0252987717
907,Silver,3,0.0208797211
907,Silver,14,0.0230533386
907,Silver,42,0.0256611542
907,Silver,33,0.029938836700000002
907,Silver,30,0.0303992615
907,Silver,20,0.030765744
907,Silver,26,0.029
907,Silver,27,0.027200000000000002
907,Silver,47,0.026000000000000002
907,Silver,11,0.026500000000000003
907,Silver,8,0.0252
907,Silver,36,0.0241
907,Silver,49,0.024900000000000002
907,Silver,9,0.0267
907,Silver,0,0.0253
907,Silver,34,0.0253
907,Silver,43,0.024200000000000003
907,Silver,32,0.0213
907,Silver,12,0.0204
907,Silver,31,0.0184
907,Silver,23,0.0161
907,Silver,2,0.0142
907,Silver,41,0.015300000000000001
907,Silver,15,0.0131
1058,Gold,8,6.7e-05
1058,Gold,36,8.1e-05
1058,Gold,49,8.3e-05
1058,Gold,9,5.6000000000000006e-05
1058,Gold,0,5.300000000000001e-05
1058,Gold,34,7e-05
97,Gold,30,5e-05
97,Gold,20,3.9000000000000006e-05
97,Gold,26,3.5e-05
97,Gold,27,3.1e-05
97,Gold,47,3.3e-05
97,Gold,11,2.8000000000000003e-05
97,Gold,8,2.7000000000000002e-05
97,Gold,36,2.4e-05
97,Gold,49,2.8000000000000003e-05
443,Gold,19,0.0010648826
443,Gold,40,0.0012305847
443,Gold,5,0.001300008
443,Gold,45,0.0013000375000000002
443,Gold,48,0.0013497563
443,Gold,4,0.0013939148
443,Gold,29,0.0013000076000000001
443,Gold,6,0.001208025
443,Gold,28,0.001204137
443,Gold,13,0.0013375575
443,Gold,3,0.0010252832
443,Gold,14,0.000904256
443,Gold,42,0.0009550076000000001
443,Gold,33,0.0009522297000000001
443,Gold,30,0.0010000009000000001
443,Gold,20,0.0013377538
443,Gold,26,0.0013000000000000002
443,Gold,27,0.0013000000000000002
443,Gold,47,0.0013000000000000002
443,Gold,11,0.0013000000000000002
443,Gold,8,0.0013000000000000002
443,Gold,36,0.0013000000000000002
443,Gold,49,0.0013000000000000002
443,Gold,9,0.0013000000000000002
443,Gold,0,0.0013000000000000002
443,Gold,34,0.0013000000000000002
443,Gold,43,0.0013000000000000002
443,Gold,32,0.0013000000000000002
443,Gold,12,0.0013000000000000002
443,Gold,31,0.0013000000000000002
443,Gold,23,0.0013000000000000002
443,Gold,2,0.0013000000000000002
443,Gold,41,0.0013000000000000002
443,Gold,15,0.0013000000000000002
443,Gold,22,0.0013000000000000002
443,Gold,24,0.0013000000000000002
443,Gold,18,0.0013000000000000002
443,Gold,7,0.0013000000000000002
464,Gold,19,0.0001338007
464,Gold,40,0.0001170794
464,Gold,5,0.00012241310000000002
464,Gold,45,0.0001488828
464,Gold,48,0.00015156890000000002
464,Gold,4,0.0001481373
464,Gold,29,0.0001142704
464,Gold,6,0.000114741
464,Gold,28,9.955000000000001e-05
464,Gold,13,0.0001137862
464,Gold,3,0.00011753690000000002
464,Gold,14,9.70615e-05
464,Gold,42,9.393550000000001e-05
464,Gold,33,9.14273e-05
464,Gold,30,9.38908e-05
464,Gold,20,0.0001013005
464,Gold,26,0.0001013005
464,Gold,27,0.0001013005
464,Gold,47,0.0001013005
464,Gold,11,0.0001013005
464,Gold,8,0.0001013005
803,Copper,5,5.8
803,Copper,45,5.56
803,Copper,48,5.7
803,Copper,4,5.4
803,Copper,29,5.33393
803,Copper,6,5.4
803,Copper,28,5.1
803,Copper,13,5.2
803,Copper,3,5.4
803,Copper,14,5.25
803,Copper,42,4.9
803,Copper,33,3.67
803,Copper,30,2.5
803,Copper,20,2.8
803,Copper,26,3.0
803,Copper,27,2.5
803,Copper,47,2.1
803,Copper,11,2.0
1060,Copper,6,3.35
1060,Copper,28,3.4171
1060,Copper,13,3.294
1060,Copper,3,2.988408
1060,Copper,14,3.104727
1060,Copper,42,2.852573
1060,Copper,33,2.531939
1060,Copper,30,2.468234
1060,Copper,20,2.468234
1060,Copper,26,2.468234
1060,Copper,27,2.468234
1060,Copper,47,2.468234
1060,Copper,11,2.468234
1060,Copper,8,2.468234
1060,Copper,36,2.468234
1060,Copper,49,2.468234
1060,Copper,9,2.468234
1060,Copper,0,2.468234
1060,Copper,34,2.468234
1060,Copper,43,2.468234
1060,Copper,32,2.468234
1060,Copper,12,2.468234
1060,Copper,31,2.468234
1060,Copper,23,2.468234
1060,Copper,2,2.468234
1060,Copper,41,2.468234
1060,Copper,15,2.468234
1060,Copper,22,2.468234
1060,Copper,24,2.468234
1060,Copper,18,2.468234
1060,Copper,7,2.468234
731,Silver,29,0.0147899994
731,Silver,6,0.0157600006
731,Silver,28,0.02355
731,Silver,13,0.0157300003
731,Silver,3,0.0144399994
731,Silver,14,0.0136114227
731,Silver,42,0.0129599945
731,Silver,33,0.015977136200000002
731,Silver,30,0.019268563800000003
731,Silver,20,0.022251419100000003
731,Silver,26,0.0160143417
731,Silver,27,0.0176414932
731,Silver,47,0.015000000000000001
731,Silver,11,0.0125
731,Silver,8,0.010068441000000001
731,Silver,36,0.010068441000000001
802,Copper,4,0.6
802,Copper,29,0.77
802,Copper,6,0.75
802,Copper,28,0.65
802,Copper,13,0.58
802,Copper,3,0.49
802,Copper,14,0.5
802,Copper,42,0.53
802,Copper,33,0.58
802,Copper,30,0.6
802,Copper,20,0.54
802,Copper,26,0.58
802,Copper,27,0.56
802,Copper,47,0.29
858,Gold,3,0.00037000000000000005
858,Gold,14,0.00037000000000000005
858,Gold,42,0.00035
858,Gold,33,0.00031
858,Gold,30,0.00029
858,Gold,20,0.00034
858,Gold,26,0.000352463
858,Gold,27,0.00037621880000000005
858,Gold,47,0.00039027830000000003
858,Gold,11,0.00042174
858,Gold,8,0.00030031910000000004
858,Gold,36,0.0004103288
858,Gold,49,0.00042484770000000003
858,Gold,9,0.00040939240000000004
858,Gold,0,0.000514
858,Gold,34,0.0005160000000000001
858,Gold,43,0.00043099999999999996
858,Gold,32,0.0007400000000000001
858,Gold,12,0.000638
858,Gold,31,0.000497
858,Gold,23,0.00044100000000000004
858,Gold,2,0.00041799999999999997
858,Gold,41,0.00047900000000000004
858,Gold,15,0.00048200000000000006
840,Platinum,29,0.00015664000000000002
840,Platinum,6,0.00015752
840,Platinum,28,0.00016368
840,Platinum,13,0.00015840000000000003
840,Platinum,42,0.0001364
840,Platinum,33,0.00018436
409,Gold,3,0.000267
409,Gold,14,0.00024500000000000005
409,Gold,42,0.000194
409,Gold,33,0.0001112868
409,Gold,30,9.93215e-05
409,Gold,20,8.64768e-05
409,Gold,26,8.288370000000001e-05
409,Gold,27,7.88837e-05
409,Gold,47,7.88837e-05
409,Gold,11,7.718779999999999e-05
409,Gold,8,7.718779999999999e-05
409,Gold,36,7.718779999999999e-05
409,Gold,49,7.718779999999999e-05
409,Gold,9,7.718779999999999e-05
409,Gold,0,7.718779999999999e-05
409,Gold,34,7.718779999999999e-05
409,Gold,43,7.718779999999999e-05
409,Gold,32,7.718779999999999e-05
508,Copper,6,1.263
508,Copper,28,1.211
508,Copper,13,1.486
508,Copper,3,1.588
508,Copper,14,1.635
508,Copper,20,1.8
1054,Copper,5,7.67
1054,Copper,45,8.07
1054,Copper,48,5.2
1054,Copper,4,3.9
944,Copper,13,4.0
944,Copper,3,4.0
944,Copper,14,3.945
944,Copper,42,3.75
944,Copper,33,3.74
944,Copper,30,3.7
944,Copper,20,3.4
944,Copper,26,3.71
944,Copper,27,3.7
944,Copper,47,3.6
944,Copper,11,3.6
944,Copper,8,2.8
944,Copper,36,2.2
967,Gold,42,0.000591
967,Gold,33,0.0005480000000000001
967,Gold,30,0.000567
967,Gold,20,0.000617
967,Gold,26,0.0005705056
967,Gold,27,0.0005705056
967,Gold,47,0.0005705056
967,Gold,11,0.0005705056
967,Gold,8,0.0005705056
967,Gold,36,0.0005705056
967,Gold,49,0.0005705056
967,Gold,9,0.0005705056
101,Copper,1,0.720045
101,Copper,19,0.720045
101,Copper,40,0.720045
101,Copper,5,0.720045
101,Copper,45,0.720045
101,Copper,48,0.720045
101,Copper,4,0.720045
101,Copper,29,0.720045
101,Copper,6,0.720045
101,Copper,28,0.720045
101,Copper,13,0.720045
101,Copper,3,0.720045
101,Copper,14,0.720045
101,Copper,42,0.720045
101,Copper,33,0.720045
101,Copper,30,0.715
101,Copper,20,0.705152
101,Copper,26,0.715
101,Copper,27,0.715
101,Copper,47,0.715
101,Copper,11,0.715
101,Copper,8,0.715
101,Copper,36,0.715
101,Copper,49,0.715
101,Copper,9,0.715
101,Copper,0,0.715
101,Copper,34,0.715
101,Copper,43,0.715
101,Copper,32,0.715
101,Copper,12,0.715
101,Copper,31,0.715
101,Copper,23,0.715
101,Copper,2,0.715
101,Copper,41,0.715
101,Copper,15,0.715
101,Copper,22,0.715
101,Copper,24,0.715
101,Copper,18,0.715
101,Copper,7,0.715
439,Gold,5,0.0023800777
439,Gold,45,0.0029631866
439,Gold,48,0.0041908081
439,Gold,4,0.0038839455000000004
439,Gold,29,0.0024393921
439,Gold,6,0.0027483986
439,Gold,28,0.0022528793000000003
439,Gold,13,0.0015866993000000001
439,Gold,3,0.0011738795
439,Gold,14,0.001370946
439,Gold,42,0.0014722466000000002
439,Gold,33,0.0015890914
439,Gold,30,0.0014885289000000001
439,Gold,20,0.0010895212
439,Gold,26,0.0009699999999999999
439,Gold,27,0.000625
848,Copper,28,1.08
848,Copper,13,1.17
848,Copper,3,1.3
848,Copper,14,1.22
848,Copper,42,1.15
848,Copper,33,1.0
848,Copper,30,0.96
848,Copper,20,0.947289
848,Copper,26,0.8
848,Copper,27,0.91
848,Copper,47,0.93
848,Copper,11,0.99
848,Copper,8,0.78
848,Copper,36,0.65
78,Silver,47,0.0098501839
78,Silver,11,0.008414630900000001
78,Silver,8,0.0083715836
78,Silver,36,0.0079297501
78,Silver,49,0.0048929821
78,Silver,9,0.0074301666
78,Silver,0,0.0042149498
78,Silver,34,0.0035234871
78,Silver,43,0.0052884701000000004
78,Silver,32,0.0057701134000000005
78,Silver,12,0.0045647045
78,Silver,31,0.0036656681
78,Silver,23,0.0036222412
78,Silver,2,0.0037383335000000005
78,Silver,41,0.0036515064000000002
78,Silver,15,0.0034335606
78,Silver,22,0.0032050076
78,Silver,24,0.0028279760000000003
78,Silver,18,0.0026737583
291,Gold,3,0.000305
291,Gold,14,0.00029208150000000003
291,Gold,42,0.0002746413
291,Gold,33,0.00020743830000000002
291,Gold,30,0.000210025
291,Gold,20,0.0002145124
291,Gold,26,0.00022999999999999998
291,Gold,27,0.00021
291,Gold,47,0.00021
291,Gold,11,0.00021
291,Gold,8,0.00021
291,Gold,36,0.0001389634
291,Gold,49,0.0001389634
291,Gold,9,0.00013000000000000002
291,Gold,0,0.000101
291,Gold,34,0.000101
291,Gold,43,0.000101
954,Copper,20,0.65
954,Copper,26,0.65
954,Copper,27,0.72
954,Copper,47,0.72
954,Copper,11,0.72
954,Copper,8,0.72
954,Copper,36,0.72
954,Copper,49,0.72
954,Copper,9,0.72
954,Copper,0,0.72
954,Copper,34,0.72
954,Copper,43,0.72
954,Copper,32,0.72
954,Copper,12,0.68
954,Copper,31,0.68
954,Copper,23,0.68
954,Copper,2,0.68
954,Copper,41,0.65
954,Copper,15,0.65
954,Copper,22,0.65
954,Copper,24,0.65
954,Copper,18,0.65
954,Copper,7,0.65
771,Gold,6,0.0005400000000000001
771,Gold,28,0.00038
771,Gold,13,0.0002
771,Gold,3,0.00018
771,Gold,14,0.00013600000000000003
771,Gold,42,9.300000000000001e-05
771,Gold,33,8.6e-05
771,Gold,30,9.1e-05
771,Gold,20,0.0001382156
771,Gold,26,0.00012
771,Gold,27,0.00012
771,Gold,47,0.00012
771,Gold,11,0.00011499999999999999
771,Gold,8,0.0001101014
771,Gold,36,0.0001101014
771,Gold,49,0.0001101014
771,Gold,9,0.0001101014
771,Gold,0,0.0001101014
771,Gold,34,0.0001101014
771,Gold,43,0.0001101014
771,Gold,32,0.0001101014
771,Gold,12,0.0001101014
771,Gold,31,0.0001101014
771,Gold,23,0.0001101014
148,Gold,14,9.8e-05
148,Gold,42,9.5e-05
148,Gold,33,8.1e-05
148,Gold,30,6.9e-05
148,Gold,20,7.2e-05
148,Gold,26,7.2e-05
148,Gold,27,7.800000000000001e-05
148,Gold,47,7.6e-05
148,Gold,11,7.4e-05
670,Copper,11,1.29
670,Copper,8,1.38
670,Copper,36,1.2
670,Copper,49,0.88
670,Copper,9,0.95
670,Copper,0,0.89
670,Copper,34,0.93
670,Copper,43,0.48
670,Copper,32,0.34
879,Silver,46,0.0308
879,Silver,10,0.033100000000000004
879,Silver,21,0.0373
879,Silver,35,0.0405
879,Silver,1,0.0572
879,Silver,45,0.0076
879,Silver,48,0.0073
879,Silver,4,0.0095
879,Silver,29,0.0154759995
879,Silver,6,0.0159240005
879,Silver,28,0.0170910004
879,Silver,13,0.0177
879,Silver,3,0.0173
879,Silver,14,0.017400000000000002
879,Silver,42,0.013600000000000001
879,Silver,33,0.009000000000000001
879,Silver,30,0.0066
879,Silver,20,0.0063
879,Silver,26,0.0064
879,Silver,27,0.0054
879,Silver,47,0.006
879,Silver,11,0.0125
879,Silver,8,0.0086
455,Silver,48,0.0310019989
455,Silver,4,0.031200000000000002
455,Silver,29,0.0327
455,Silver,6,0.0344
455,Silver,28,0.030100000000000002
455,Silver,13,0.0256
455,Silver,3,0.0264
455,Silver,14,0.0238
455,Silver,42,0.025900000000000003
455,Silver,33,0.0381
455,Silver,30,0.0442
455,Silver,20,0.039900000000000005
455,Silver,26,0.027105242900000003
455,Silver,27,0.027105242900000003
455,Silver,47,0.027105242900000003
323,Gold,46,6.7e-05
323,Gold,10,8.4e-05
323,Gold,21,8.24574e-05
323,Gold,35,7.18336e-05
323,Gold,1,7.35102e-05
323,Gold,19,7.02181e-05
323,Gold,40,6.55458e-05
323,Gold,5,7.875010000000001e-05
323,Gold,45,4.4872e-05
323,Gold,48,8.52388e-05
323,Gold,4,9.295020000000001e-05
323,Gold,29,5.2849800000000003e-05
323,Gold,6,8.1927e-05
323,Gold,28,8.78162e-05
323,Gold,13,4.66485e-05
323,Gold,3,6.068050000000001e-05
323,Gold,14,0.00011200000000000001
323,Gold,42,0.0001303497
323,Gold,33,0.000119593
323,Gold,30,9.75824e-05
323,Gold,20,0.00011984550000000001
323,Gold,26,0.0001
323,Gold,27,8e-05
323,Gold,47,7e-05
323,Gold,11,6.500000000000001e-05
323,Gold,8,6e-05
323,Gold,36,6e-05
323,Gold,49,6e-05
323,Gold,9,6e-05
323,Gold,0,5.500000000000001e-05
323,Gold,34,5.500000000000001e-05
323,Gold,43,5.500000000000001e-05
323,Gold,32,5.500000000000001e-05
323,Gold,12,5e-05
323,Gold,31,5.500000000000001e-05
323,Gold,23,6e-05
323,Gold,2,7e-05
323,Gold,41,9e-05
323,Gold,15,9e-05
323,Gold,22,9e-05
323,Gold,24,7e-05
323,Gold,18,7e-05
323,Gold,7,7e-05
884,Gold,29,0.0003879964
884,Gold,6,0.000398
884,Gold,28,0.00043700000000000005
884,Gold,13,0.00038500000000000003
884,Gold,3,0.00033900000000000005
884,Gold,14,0.00034700000000000003
884,Gold,42,0.00033
884,Gold,33,0.000263545
884,Gold,30,0.00034
884,Gold,20,0.000324
884,Gold,26,0.000324
884,Gold,27,0.000324
884,Gold,47,0.000324
884,Gold,11,0.000324
884,Gold,8,0.000324
884,Gold,36,0.000324
884,Gold,49,0.000324
884,Gold,9,0.000324
884,Gold,0,0.000324
769,Gold,6,0.00019779670000000002
769,Gold,28,0.0002094817
769,Gold,13,0.0002133992
769,Gold,3,0.00020484730000000002
769,Gold,14,0.0001957496
769,Gold,42,0.0001992815
769,Gold,33,0.00020685470000000002
769,Gold,30,0.000199
769,Gold,20,0.00016966140000000002
769,Gold,26,0.00019700000000000002
769,Gold,27,0.000195
769,Gold,47,0.000195
769,Gold,11,0.000195
769,Gold,8,0.000195
769,Gold,36,0.000195
769,Gold,49,0.000195
769,Gold,9,0.000195
769,Gold,0,0.0001829167
769,Gold,34,0.00017083330000000003
769,Gold,43,0.00015875
769,Gold,32,0.0001466667
769,Gold,12,0.00013458330000000002
769,Gold,31,0.00012250000000000002
769,Gold,23,0.00011041669999999999
769,Gold,2,9.83333e-05
769,Gold,41,8.625000000000001e-05
769,Gold,15,7.41667e-05
769,Gold,22,6.20833e-05
769,Gold,24,5e-05
769,Gold,18,5e-05
769,Gold,7,5e-05
776,Platinum,45,0.000179265
776,Platinum,48,0.0001998
776,Platinum,4,0.000187035
776,Platinum,29,0.00018981
776,Platinum,6,0.000184815
776,Platinum,28,0.00018148500000000003
776,Platinum,13,0.000184815
776,Platinum,3,0.00018315
776,Platinum,14,0.000175935
776,Platinum,42,0.00017038500000000003
776,Platinum,33,0.00016761
776,Platinum,30,0.00016872000000000002
776,Platinum,20,0.00018370500000000002
776,Platinum,26,0.0001749175
776,Platinum,27,0.00017354540000000002
776,Platinum,47,0.0001731472
776,Platinum,11,0.0001736075
776,Platinum,8,0.00023199
776,Platinum,36,0.00023176800000000003
776,Platinum,49,0.00023176800000000003
776,Platinum,9,0.00023176800000000003
776,Platinum,0,0.00023176800000000003
776,Platinum,34,0.00023176800000000003
776,Platinum,43,0.00023176800000000003
776,Platinum,32,0.00023176800000000003
776,Platinum,12,0.00023176800000000003
776,Platinum,31,0.00023176800000000003
776,Platinum,23,0.00023176800000000003
776,Platinum,2,0.00023176800000000003
776,Platinum,41,0.00023176800000000003
776,Platinum,15,0.00023176800000000003
776,Platinum,22,0.00023176800000000003
776,Platinum,24,0.00023176800000000003
776,Platinum,18,0.00023176800000000003
776,Platinum,7,0.00023176800000000003
821,Gold,21,0.00062
821,Gold,35,0.00062
821,Gold,1,0.00068
821,Gold,19,0.00081
821,Gold,40,0.00066
821,Gold,5,0.0007
821,Gold,45,0.0006500000000000001
821,Gold,48,0.00056
821,Gold,4,0.00045000000000000004
821,Gold,29,0.00042100000000000004
821,Gold,6,0.00044100000000000004
821,Gold,28,0.00035
821,Gold,13,0.000334
821,Gold,3,0.00024500000000000005
821,Gold,14,0.000223
821,Gold,42,0.000232
821,Gold,33,0.000234
821,Gold,30,0.000305
821,Gold,20,0.00034150710000000004
821,Gold,26,0.00034150710000000004
821,Gold,27,0.00034150710000000004
821,Gold,47,0.00034150710000000004
821,Gold,11,0.00034150710000000004
844,Gold,30,8.5e-05
844,Gold,20,9.4e-05
844,Gold,26,9.200000000000001e-05
844,Gold,27,7.7e-05
844,Gold,47,7.7e-05
844,Gold,11,7.7e-05
844,Gold,8,7.7e-05
844,Gold,36,7.7e-05
844,Gold,49,3.87565e-05
844,Gold,9,3.5e-05
428,Nickel,4,3.28
428,Nickel,29,3.28
428,Nickel,6,2.7
428,Nickel,28,2.7
428,Nickel,13,2.7
428,Nickel,3,2.7
523,Gold,33,0.0001167919
523,Gold,30,0.0001208894
523,Gold,20,0.0001216619
523,Gold,26,0.000122
523,Gold,27,0.0001317929
523,Gold,47,0.0001317929
523,Gold,11,0.0001317929
523,Gold,8,0.0001317929
523,Gold,36,0.0001317929
523,Gold,49,0.0001317929
523,Gold,9,0.0001317929
523,Gold,0,0.0001317929
523,Gold,34,0.0001317929
523,Gold,43,0.0001317929
523,Gold,32,0.0001317929
523,Gold,12,0.0001317929
523,Gold,31,0.0001317929
523,Gold,23,0.0001317929
368,Silver,29,0.036720001200000005
368,Silver,6,0.030600000000000002
368,Silver,28,0.0249899994
368,Silver,13,0.026489999400000002
368,Silver,3,0.032957998700000005
368,Silver,14,0.033895001200000004
368,Silver,42,0.03275
368,Silver,33,0.030270001200000004
368,Silver,30,0.028
368,Silver,20,0.0257
368,Silver,26,0.021
368,Silver,27,0.009821151
368,Silver,47,0.009821151
368,Silver,11,0.009821151
368,Silver,8,0.009821151
368,Silver,36,0.009821151
318,Copper,13,0.41
318,Copper,3,0.41
318,Copper,14,0.41
318,Copper,42,0.41
318,Copper,33,0.41
318,Copper,30,0.41
318,Copper,20,0.42
318,Copper,26,0.41
318,Copper,27,0.41
318,Copper,47,0.41
318,Copper,11,0.41
318,Copper,8,0.41
318,Copper,36,0.41
318,Copper,49,0.41
318,Copper,9,0.41
318,Copper,0,0.41
318,Copper,34,0.41
318,Copper,43,0.41
318,Copper,32,0.41
318,Copper,12,0.41
318,Copper,31,0.41
318,Copper,23,0.41
318,Copper,2,0.41
318,Copper,41,0.41
318,Copper,15,0.41
318,Copper,22,0.41
318,Copper,24,0.41
318,Copper,18,0.41
318,Copper,7,0.41
1000,Nickel,14,3.2
1000,Nickel,42,4.3
1000,Nickel,33,3.9
1000,Nickel,30,3.4
1000,Nickel,20,2.8
1000,Nickel,26,2.1
1000,Nickel,27,2.7
1000,Nickel,47,2.5
1000,Nickel,11,2.5
1000,Nickel,8,2.5
557,Gold,26,0.00045999999999999996
