,Parameter,General source,Source,Commodity,Value,"Commodity, source"
446,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 13,Au,0.3943798080523914,"Au, this study"
447,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 14,Au,0.2123687727287762,"Au, this study"
448,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 15,Au,0.094560605465942,"Au, this study"
449,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 16,Au,0.0690175957239654,"Au, this study"
450,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 17,Au,0.155601727979064,"Au, this study"
451,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 18,Au,0.203917970257881,"Au, this study"
452,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 19,Au,0.3470953487515946,"Au, this study"
453,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 20,Au,0.2634346228326274,"Au, this study"
454,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 21,Au,0.3338657592251166,"Au, this study"
455,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 22,Au,0.0043279176384842,"Au, this study"
456,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 23,Au,0.8318996809960548,"Au, this study"
457,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",This study,This study 24,Au,0.0291305640406988,"Au, this study"
458,"Mine CU elasticity
to TCM (*), n=17",Literature,Marsh (1983),Au,0.708,"Au, literature"
459,"Mine CU elasticity
to TCM (*), n=17",Literature,Marsh (1983),Au,-0.422,"Au, literature"
460,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), a",Au,0.223,"Au, literature"
461,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), a",Au,0.965,"Au, literature"
462,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), a",Au,-0.283,"Au, literature"
463,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), a",Au,-0.446,"Au, literature"
464,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), b",Au,0.234,"Au, literature"
465,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), b",Au,0.898,"Au, literature"
466,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), b",Au,-0.46,"Au, literature"
467,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), b",Au,-0.519,"Au, literature"
468,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), c",Au,1.049,"Au, literature"
469,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), c",Au,-0.522,"Au, literature"
470,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), d",Au,0.768,"Au, literature"
471,"Mine CU elasticity
to TCM (*), n=17",Literature,"Marsh (1983), d",Au,-0.477,"Au, literature"
472,"Mine CU elasticity
to TCM (*), n=17",Literature,Rockerbie (1999),Au,0.492,"Au, literature"
473,"Mine CU elasticity
to TCM (*), n=17",Literature,"Selvanathan (1999), a",Au,0.03,"Au, literature"
474,"Mine CU elasticity
to TCM (*), n=17",Literature,"Selvanathan (1999), b",Au,1.237,"Au, literature"
475,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",Literature,Lala (2014),Au,0.35,"Au, literature"
476,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",Literature,This study,Au,0.354,"Au, literature"
477,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",Literature,"Topp (2008), a",Au,-0.26,"Au, literature"
478,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",Literature,"Topp (2008), b",Au,-0.11000000000000001,"Au, literature"
479,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",Literature,"Topp (2008), c",Au,0.5,"Au, literature"
480,"Mine cost elasticity
to ore grade ( ), n=2",Literature,Calvo et al. (2016),Au,-0.275,"Au, literature"
481,"Mine cost elasticity
to ore grade ( ), n=2",Literature,This study,Au,-0.367,"Au, literature"
482,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",Literature,"This study, a",Au,1.0605600000000002,"Au, literature"
483,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",Literature,"This study, b",Au,0.5508,"Au, literature"
484,"2 x Ore grade elasticity to COT
distribution mean (**), n=3",Literature,"This study, c",Au,0.58,"Au, literature"
485,"Collection elasticity to
scrap price (***), n=10",This study,This study 0,Cu,0.2869700979542344,"Cu, this study"
486,"Collection elasticity to
scrap price (***), n=10",This study,This study 1,Cu,0.6619914773628887,"Cu, this study"
487,"Collection elasticity to
scrap price (***), n=10",This study,This study 2,Cu,0.4276312659767386,"Cu, this study"
488,"Collection elasticity to
scrap price (***), n=10",This study,This study 3,Cu,0.5245087909628573,"Cu, this study"
489,"Collection elasticity to
scrap price (***), n=10",This study,This study 4,Cu,0.889314361508948,"Cu, this study"
490,"Collection elasticity to
scrap price (***), n=10",This study,This study 5,Cu,0.6097098925075075,"Cu, this study"
491,"Collection elasticity to
scrap price (***), n=10",This study,This study 6,Cu,0.1804697475672467,"Cu, this study"
492,"Collection elasticity to
scrap price (***), n=10",This study,This study 7,Cu,0.4153652218640862,"Cu, this study"
493,"Collection elasticity to
scrap price (***), n=10",This study,This study 8,Cu,0.2054150473095119,"Cu, this study"
494,"Collection elasticity to
scrap price (***), n=10",This study,This study 9,Cu,0.9534167780225684,"Cu, this study"
495,"Collection elasticity to
scrap price (***), n=10",This study,This study 10,Cu,0.5335937730460708,"Cu, this study"
496,"Collection elasticity to
scrap price (***), n=10",This study,This study 11,Cu,0.958160849211747,"Cu, this study"
497,"Collection elasticity to
scrap price (***), n=10",This study,This study 12,Cu,0.4503289203129564,"Cu, this study"
498,"Collection elasticity to
scrap price (***), n=10",This study,This study 13,Cu,0.7763569079700479,"Cu, this study"
499,"Collection elasticity to
scrap price (***), n=10",This study,This study 14,Cu,0.9280740482265314,"Cu, this study"
500,"Collection elasticity to
scrap price (***), n=10",This study,This study 15,Cu,0.4951727637359241,"Cu, this study"
501,"Collection elasticity to
scrap price (***), n=10",This study,This study 16,Cu,0.7850735736634131,"Cu, this study"
502,"Collection elasticity to
scrap price (***), n=10",This study,This study 17,Cu,0.9008054447760276,"Cu, this study"
503,"Collection elasticity to
scrap price (***), n=10",This study,This study 18,Cu,0.1202805974292612,"Cu, this study"
504,"Collection elasticity to
scrap price (***), n=10",This study,This study 19,Cu,0.5534191286837933,"Cu, this study"
505,"Collection elasticity to
scrap price (***), n=10",This study,This study 20,Cu,0.6555717148424886,"Cu, this study"
506,"Collection elasticity to
scrap price (***), n=10",This study,This study 21,Cu,0.926592248640025,"Cu, this study"
507,"Collection elasticity to
scrap price (***), n=10",This study,This study 22,Cu,0.8524839350238155,"Cu, this study"
508,"Collection elasticity to
scrap price (***), n=10",This study,This study 23,Cu,0.9035630585131984,"Cu, this study"
509,"Collection elasticity to
scrap price (***), n=10",This study,This study 24,Cu,0.817278688545275,"Cu, this study"
510,"Intensity elasticity to
price (***), n=94",This study,This study 0,Cu,-0.3744966341110728,"Cu, this study"
511,"Intensity elasticity to
price (***), n=94",This study,This study 1,Cu,-0.0025403004525716,"Cu, this study"
512,"Intensity elasticity to
price (***), n=94",This study,This study 2,Cu,-0.3300262905063157,"Cu, this study"
513,"Intensity elasticity to
price (***), n=94",This study,This study 3,Cu,-0.4633392582798977,"Cu, this study"
514,"Intensity elasticity to
price (***), n=94",This study,This study 4,Cu,-0.0192601489072522,"Cu, this study"
515,"Intensity elasticity to
price (***), n=94",This study,This study 5,Cu,-0.1719502253358177,"Cu, this study"
516,"Intensity elasticity to
price (***), n=94",This study,This study 6,Cu,-0.2780258490600182,"Cu, this study"
517,"Intensity elasticity to
price (***), n=94",This study,This study 7,Cu,-0.3654960811372451,"Cu, this study"
518,"Intensity elasticity to
price (***), n=94",This study,This study 8,Cu,-0.0014112019480738,"Cu, this study"
519,"Intensity elasticity to
price (***), n=94",This study,This study 9,Cu,-0.2795485198839656,"Cu, this study"
520,"Intensity elasticity to
price (***), n=94",This study,This study 10,Cu,-0.0412787118538352,"Cu, this study"
521,"Intensity elasticity to
price (***), n=94",This study,This study 11,Cu,-0.0534516797900198,"Cu, this study"
522,"Intensity elasticity to
price (***), n=94",This study,This study 12,Cu,-0.3154601763557456,"Cu, this study"
523,"Intensity elasticity to
price (***), n=94",This study,This study 13,Cu,-0.4868469859331697,"Cu, this study"
524,"Intensity elasticity to
price (***), n=94",This study,This study 14,Cu,-0.1883609690423227,"Cu, this study"
525,"Intensity elasticity to
price (***), n=94",This study,This study 15,Cu,-0.2696726581493717,"Cu, this study"
526,"Intensity elasticity to
price (***), n=94",This study,This study 16,Cu,-0.5577972360899188,"Cu, this study"
527,"Intensity elasticity to
price (***), n=94",This study,This study 17,Cu,-0.0107850212376332,"Cu, this study"
528,"Intensity elasticity to
price (***), n=94",This study,This study 18,Cu,-0.5032362641191919,"Cu, this study"
529,"Intensity elasticity to
price (***), n=94",This study,This study 19,Cu,-0.0200413694586587,"Cu, this study"
530,"Intensity elasticity to
price (***), n=94",This study,This study 20,Cu,-0.5626277869046494,"Cu, this study"
531,"Intensity elasticity to
price (***), n=94",This study,This study 21,Cu,-0.5709353558343928,"Cu, this study"
532,"Intensity elasticity to
price (***), n=94",This study,This study 22,Cu,-0.4934445376386807,"Cu, this study"
533,"Intensity elasticity to
price (***), n=94",This study,This study 23,Cu,-0.0889752050840411,"Cu, this study"
534,"Intensity elasticity to
price (***), n=94",This study,This study 24,Cu,-0.4967368972216623,"Cu, this study"
535,"10 x Intensity
elasticity to time (*), n=8",This study,This study 0,Cu,-0.0008010219331999746,"Cu, this study"
536,"10 x Intensity
elasticity to time (*), n=8",This study,This study 1,Cu,-0.050710356661481,"Cu, this study"
537,"10 x Intensity
elasticity to time (*), n=8",This study,This study 2,Cu,0.075023699714765,"Cu, this study"
538,"10 x Intensity
elasticity to time (*), n=8",This study,This study 3,Cu,0.15874582195576697,"Cu, this study"
539,"10 x Intensity
elasticity to time (*), n=8",This study,This study 4,Cu,-0.428089162588075,"Cu, this study"
540,"10 x Intensity
elasticity to time (*), n=8",This study,This study 5,Cu,0.131569691690217,"Cu, this study"
541,"10 x Intensity
elasticity to time (*), n=8",This study,This study 6,Cu,-0.20719212088950198,"Cu, this study"
542,"10 x Intensity
elasticity to time (*), n=8",This study,This study 7,Cu,0.043096328051000006,"Cu, this study"
543,"10 x Intensity
elasticity to time (*), n=8",This study,This study 8,Cu,-0.6967946394673399,"Cu, this study"
544,"10 x Intensity
elasticity to time (*), n=8",This study,This study 9,Cu,0.16368381992870998,"Cu, this study"
545,"10 x Intensity
elasticity to time (*), n=8",This study,This study 10,Cu,-0.369537448716932,"Cu, this study"
546,"10 x Intensity
elasticity to time (*), n=8",This study,This study 11,Cu,0.11132467509840499,"Cu, this study"
547,"10 x Intensity
elasticity to time (*), n=8",This study,This study 12,Cu,0.118718415162039,"Cu, this study"
548,"10 x Intensity
elasticity to time (*), n=8",This study,This study 13,Cu,-0.182208667514672,"Cu, this study"
549,"10 x Intensity
elasticity to time (*), n=8",This study,This study 14,Cu,0.09745959817619801,"Cu, this study"
550,"10 x Intensity
elasticity to time (*), n=8",This study,This study 15,Cu,0.104785308968754,"Cu, this study"
551,"10 x Intensity
elasticity to time (*), n=8",This study,This study 16,Cu,0.054073807502786,"Cu, this study"
552,"10 x Intensity
elasticity to time (*), n=8",This study,This study 17,Cu,-0.260534539633078,"Cu, this study"
553,"10 x Intensity
elasticity to time (*), n=8",This study,This study 18,Cu,0.138719734099956,"Cu, this study"
554,"10 x Intensity
elasticity to time (*), n=8",This study,This study 19,Cu,-0.41463225578561697,"Cu, this study"
555,"10 x Intensity
elasticity to time (*), n=8",This study,This study 20,Cu,0.073981541599042,"Cu, this study"
556,"10 x Intensity
elasticity to time (*), n=8",This study,This study 21,Cu,-0.37594944326600205,"Cu, this study"
557,"10 x Intensity
elasticity to time (*), n=8",This study,This study 22,Cu,-0.185821001156809,"Cu, this study"
558,"10 x Intensity
elasticity to time (*), n=8",This study,This study 23,Cu,-0.059539639025713006,"Cu, this study"
559,"10 x Intensity
elasticity to time (*), n=8",This study,This study 24,Cu,-0.17202600391826198,"Cu, this study"
560,"Mine CU elasticity
to TCM (*), n=63",This study,This study 0,Cu,0.1359440488823101,"Cu, this study"
561,"Mine CU elasticity
to TCM (*), n=63",This study,This study 1,Cu,0.3080397380916009,"Cu, this study"
562,"Mine CU elasticity
to TCM (*), n=63",This study,This study 2,Cu,0.4716606600983067,"Cu, this study"
563,"Mine CU elasticity
to TCM (*), n=63",This study,This study 3,Cu,0.6561188840458079,"Cu, this study"
564,"Mine CU elasticity
to TCM (*), n=63",This study,This study 4,Cu,0.1115964245526939,"Cu, this study"
565,"Mine CU elasticity
to TCM (*), n=63",This study,This study 5,Cu,0.5364780167129469,"Cu, this study"
566,"Mine CU elasticity
to TCM (*), n=63",This study,This study 6,Cu,0.3186774257395438,"Cu, this study"
567,"Mine CU elasticity
to TCM (*), n=63",This study,This study 7,Cu,0.3889441421459695,"Cu, this study"
568,"Mine CU elasticity
to TCM (*), n=63",This study,This study 8,Cu,0.532775125323929,"Cu, this study"
569,"Mine CU elasticity
to TCM (*), n=63",This study,This study 9,Cu,0.210269475207792,"Cu, this study"
570,"Mine CU elasticity
to TCM (*), n=63",This study,This study 10,Cu,0.5698111442663548,"Cu, this study"
571,"Mine CU elasticity
to TCM (*), n=63",This study,This study 11,Cu,0.5223204810031454,"Cu, this study"
572,"Mine CU elasticity
to TCM (*), n=63",This study,This study 12,Cu,0.5162069837814941,"Cu, this study"
573,"Mine CU elasticity
to TCM (*), n=63",This study,This study 13,Cu,0.1090859299065318,"Cu, this study"
574,"Mine CU elasticity
to TCM (*), n=63",This study,This study 14,Cu,0.0407453192499617,"Cu, this study"
575,"Mine CU elasticity
to TCM (*), n=63",This study,This study 15,Cu,0.895283245807352,"Cu, this study"
576,"Mine CU elasticity
to TCM (*), n=63",This study,This study 16,Cu,0.2747673841493904,"Cu, this study"
577,"Mine CU elasticity
to TCM (*), n=63",This study,This study 17,Cu,0.1870324246904763,"Cu, this study"
578,"Mine CU elasticity
to TCM (*), n=63",This study,This study 18,Cu,0.7842006149329053,"Cu, this study"
579,"Mine CU elasticity
to TCM (*), n=63",This study,This study 19,Cu,0.3300128109583769,"Cu, this study"
580,"Mine CU elasticity
to TCM (*), n=63",This study,This study 20,Cu,0.7158509177741453,"Cu, this study"
581,"Mine CU elasticity
to TCM (*), n=63",This study,This study 21,Cu,0.5496057658984277,"Cu, this study"
582,"Mine CU elasticity
to TCM (*), n=63",This study,This study 22,Cu,0.8270441754133748,"Cu, this study"
583,"Mine CU elasticity
to TCM (*), n=63",This study,This study 23,Cu,0.4879588716291417,"Cu, this study"
584,"Mine CU elasticity
to TCM (*), n=63",This study,This study 24,Cu,0.5342514662205732,"Cu, this study"
585,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 0,Cu,-0.07682069735611571,"Cu, this study"
586,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 1,Cu,0.4350193867869162,"Cu, this study"
587,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 2,Cu,0.28967196076866086,"Cu, this study"
588,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 3,Cu,0.26141551808520463,"Cu, this study"
589,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 4,Cu,-0.4026109387938672,"Cu, this study"
590,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 5,Cu,0.40500141585691285,"Cu, this study"
591,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 6,Cu,0.32867537536285846,"Cu, this study"
592,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 7,Cu,0.4412612667818598,"Cu, this study"
593,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 8,Cu,-0.24166174633572046,"Cu, this study"
594,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 9,Cu,0.26876887746115197,"Cu, this study"
595,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 10,Cu,-0.23457392839983943,"Cu, this study"
596,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 11,Cu,0.4599152038678211,"Cu, this study"
597,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 12,Cu,0.4583703591998928,"Cu, this study"
598,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 13,Cu,0.43315168635158674,"Cu, this study"
599,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 14,Cu,0.1507431641992146,"Cu, this study"
600,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 15,Cu,-0.08224086002426807,"Cu, this study"
601,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 16,Cu,0.4785014811755605,"Cu, this study"
602,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 17,Cu,0.1537915779702188,"Cu, this study"
603,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 18,Cu,-0.09455151538408764,"Cu, this study"
604,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 19,Cu,0.13897242221329512,"Cu, this study"
605,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 20,Cu,0.4017339124993793,"Cu, this study"
606,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 21,Cu,-0.2022600464633844,"Cu, this study"
607,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 22,Cu,0.4600914114196952,"Cu, this study"
608,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 23,Cu,0.1835194432690903,"Cu, this study"
609,"$\frac{1}{10} x$ Mine cost change
per year (*), n=9",This study,This study 24,Cu,0.4054025933620885,"Cu, this study"
610,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 0,Cu,-0.8784446821153492,"Cu, this study"
611,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 1,Cu,-0.1228495205362718,"Cu, this study"
612,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 2,Cu,-0.2768682955372133,"Cu, this study"
613,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 3,Cu,-0.4370240927322255,"Cu, this study"
614,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 4,Cu,-0.4654875294599512,"Cu, this study"
615,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 5,Cu,-0.5056772702952528,"Cu, this study"
616,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 6,Cu,-0.3674347539816107,"Cu, this study"
617,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 7,Cu,-0.8279866054914586,"Cu, this study"
618,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 8,Cu,-0.0031104650452677,"Cu, this study"
619,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 9,Cu,-0.4967307932911372,"Cu, this study"
620,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 10,Cu,-0.3095973060816085,"Cu, this study"
621,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 11,Cu,-0.7272481076091823,"Cu, this study"
622,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 12,Cu,-0.4623880510558782,"Cu, this study"
623,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 13,Cu,-0.4996666052699543,"Cu, this study"
624,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 14,Cu,-0.3476676477488025,"Cu, this study"
625,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 15,Cu,-0.6109095178968181,"Cu, this study"
626,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 16,Cu,-0.7508551271945446,"Cu, this study"
627,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 17,Cu,-0.5701533105574115,"Cu, this study"
628,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 18,Cu,-0.7525872355616122,"Cu, this study"
629,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 19,Cu,-0.6438758170535777,"Cu, this study"
630,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 20,Cu,-0.055975246471726,"Cu, this study"
631,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 21,Cu,-0.7334918494118406,"Cu, this study"
632,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 22,Cu,-0.0326164093734571,"Cu, this study"
633,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 23,Cu,-0.5344198244226279,"Cu, this study"
634,"Mine cost elasticity
to ore grade ( ), n=4",This study,This study 24,Cu,-0.6301629623098466,"Cu, this study"
635,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 0,Cu,0.0152594442745092,"Cu, this study"
636,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 1,Cu,0.0988992363378838,"Cu, this study"
637,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 2,Cu,0.1295015582293844,"Cu, this study"
638,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 3,Cu,0.0124593579682426,"Cu, this study"
639,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 4,Cu,0.0482121646134898,"Cu, this study"
640,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 5,Cu,0.014458763285091,"Cu, this study"
641,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 6,Cu,0.0043652106737402,"Cu, this study"
642,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 7,Cu,0.3162434612060802,"Cu, this study"
643,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 8,Cu,0.1042732792076956,"Cu, this study"
644,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 9,Cu,0.1430188278767402,"Cu, this study"
645,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 10,Cu,0.6479294636248416,"Cu, this study"
646,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 11,Cu,0.7524694586223696,"Cu, this study"
647,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 12,Cu,0.1930024247811116,"Cu, this study"
648,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 13,Cu,0.0642958503694672,"Cu, this study"
649,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 14,Cu,0.140513384626675,"Cu, this study"
650,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 15,Cu,0.0471447571335804,"Cu, this study"
651,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 16,Cu,0.0646206622803166,"Cu, this study"
652,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 17,Cu,0.1543813385774544,"Cu, this study"
653,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 18,Cu,0.2664115508033594,"Cu, this study"
654,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 19,Cu,0.0150290052952622,"Cu, this study"
655,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 20,Cu,0.0152344707812678,"Cu, this study"
656,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 21,Cu,0.0174802657097306,"Cu, this study"
657,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 22,Cu,0.266298107034073,"Cu, this study"
658,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 23,Cu,0.0656168018427638,"Cu, this study"
659,"2 x Ore grade elasticity to COT
distribution mean (**), n=4",This study,This study 24,Cu,0.0186500849459354,"Cu, this study"
660,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 0,Cu,0.8590142882529855,"Cu, this study"
661,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 1,Cu,0.2603212260430822,"Cu, this study"
662,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 2,Cu,0.7142741249013318,"Cu, this study"
663,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 3,Cu,0.7034688552553496,"Cu, this study"
664,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 4,Cu,0.679236273626987,"Cu, this study"
665,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 5,Cu,0.1497869064270252,"Cu, this study"
666,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 6,Cu,0.6430043301133502,"Cu, this study"
667,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 7,Cu,0.1951646070179031,"Cu, this study"
668,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 8,Cu,0.6995362129636464,"Cu, this study"
669,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 9,Cu,0.9993485472846948,"Cu, this study"
670,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 10,Cu,0.9660859091074648,"Cu, this study"
671,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 11,Cu,0.3010813637934492,"Cu, this study"
672,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 12,Cu,0.9705101416026924,"Cu, this study"
673,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 13,Cu,0.1375520188593972,"Cu, this study"
674,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 14,Cu,0.2215448143053173,"Cu, this study"
675,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 15,Cu,0.7166489044411132,"Cu, this study"
676,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 16,Cu,0.6594527138821741,"Cu, this study"
677,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 17,Cu,0.5424608563151507,"Cu, this study"
678,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 18,Cu,0.9214897957732436,"Cu, this study"
679,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 19,Cu,0.1863732400738615,"Cu, this study"
680,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 20,Cu,0.3857118828948919,"Cu, this study"
681,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 21,Cu,0.6876962808107053,"Cu, this study"
682,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 22,Cu,0.6424935814876088,"Cu, this study"
683,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 23,Cu,0.8700936642036394,"Cu, this study"
684,"Primary refinery CU
elasticity to TCRC (.), n=1",This study,This study 24,Cu,0.9163216178048856,"Cu, this study"
685,"Refined price elasticity
to SD ( ), n=1",This study,This study 0,Cu,-0.8530274442960937,"Cu, this study"
686,"Refined price elasticity
to SD ( ), n=1",This study,This study 1,Cu,-0.633440085314126,"Cu, this study"
687,"Refined price elasticity
to SD ( ), n=1",This study,This study 2,Cu,-0.9615160619096692,"Cu, this study"
688,"Refined price elasticity
to SD ( ), n=1",This study,This study 3,Cu,-0.639564383155576,"Cu, this study"
689,"Refined price elasticity
to SD ( ), n=1",This study,This study 4,Cu,-0.4255627958235682,"Cu, this study"
690,"Refined price elasticity
to SD ( ), n=1",This study,This study 5,Cu,-0.6208494623488136,"Cu, this study"
691,"Refined price elasticity
to SD ( ), n=1",This study,This study 6,Cu,-0.3639901443656654,"Cu, this study"
692,"Refined price elasticity
to SD ( ), n=1",This study,This study 7,Cu,-0.4023939600369697,"Cu, this study"
693,"Refined price elasticity
to SD ( ), n=1",This study,This study 8,Cu,-0.8006383828386521,"Cu, this study"
