,Year,Commodity,Historical or simulated,Scenario,TCRC
2350,2003.0,Ni,Simulated,8,417.31302918006
2351,2004.0,Ni,Simulated,8,450.0680373744336
2352,2005.0,Ni,Simulated,8,461.1184833352092
2353,2006.0,Ni,Simulated,8,462.1656011273058
2354,2007.0,Ni,Simulated,8,465.7842495839533
2355,2008.0,Ni,Simulated,8,467.2032015429879
2356,2009.0,Ni,Simulated,8,457.0067925830423
2357,2010.0,Ni,Simulated,8,473.9749471954579
2358,2011.0,Ni,Simulated,8,514.7112882184445
2359,2012.0,Ni,Simulated,8,521.2252790806618
2360,2013.0,Ni,Simulated,8,523.5010712409235
2361,2014.0,Ni,Simulated,8,546.7382613860239
2362,2015.0,Ni,Simulated,8,556.8819990798639
2363,2016.0,Ni,Simulated,8,574.2969893321776
2364,2017.0,Ni,Simulated,8,598.6941228689619
2365,2018.0,Ni,Simulated,8,617.5578985717314
2366,2019.0,Ni,Simulated,8,640.4859451158683
2367,2001.0,Ni,Simulated,9,362.7886894321404
2368,2002.0,Ni,Simulated,9,256.81162983564576
2369,2003.0,Ni,Simulated,9,550.2187913046853
2370,2004.0,Ni,Simulated,9,533.6599875464891
2371,2005.0,Ni,Simulated,9,589.5214422825597
2372,2006.0,Ni,Simulated,9,560.9839787148285
2373,2007.0,Ni,Simulated,9,618.8703648418185
2374,2008.0,Ni,Simulated,9,605.9942465724304
2375,2009.0,Ni,Simulated,9,801.9264812735676
2376,2010.0,Ni,Simulated,9,869.5918016595115
2377,2011.0,Ni,Simulated,9,1039.416413163114
2378,2012.0,Ni,Simulated,9,1251.368457525116
2379,2013.0,Ni,Simulated,9,1446.0735398756058
2380,2014.0,Ni,Simulated,9,1790.073645132645
2381,2015.0,Ni,Simulated,9,2108.1639473705864
2382,2016.0,Ni,Simulated,9,2548.169783129955
2383,2017.0,Ni,Simulated,9,3223.3999790835123
2384,2018.0,Ni,Simulated,9,4021.295248159272
2385,2019.0,Ni,Simulated,9,4984.0120920263225
2386,2001.0,Ni,Simulated,10,332.4276826345718
2387,2002.0,Ni,Simulated,10,326.3709932784209
2388,2003.0,Ni,Simulated,10,364.5032258757285
2389,2004.0,Ni,Simulated,10,403.25453561435
2390,2005.0,Ni,Simulated,10,427.1959744506599
2391,2006.0,Ni,Simulated,10,437.253356176507
2392,2007.0,Ni,Simulated,10,448.3932517527135
2393,2008.0,Ni,Simulated,10,454.6429694805939
2394,2009.0,Ni,Simulated,10,456.54027200602576
2395,2010.0,Ni,Simulated,10,453.684334548097
2396,2011.0,Ni,Simulated,10,464.4233887766357
2397,2012.0,Ni,Simulated,10,473.57804924919066
2398,2013.0,Ni,Simulated,10,476.5895797448368
2399,2014.0,Ni,Simulated,10,485.18885024449855
2400,2015.0,Ni,Simulated,10,491.0825911834558
2401,2016.0,Ni,Simulated,10,497.8394087106219
2402,2017.0,Ni,Simulated,10,501.6238394389002
2403,2018.0,Ni,Simulated,10,507.5336997596776
2404,2019.0,Ni,Simulated,10,517.3094508837468
2405,2001.0,Ni,Simulated,11,370.3809578755149
2406,2002.0,Ni,Simulated,11,347.8955495249096
2407,2003.0,Ni,Simulated,11,403.94142438077847
2408,2004.0,Ni,Simulated,11,444.2138526677712
2409,2005.0,Ni,Simulated,11,485.3683356496423
2410,2006.0,Ni,Simulated,11,534.6897720935755
2411,2007.0,Ni,Simulated,11,571.1310055905216
2412,2008.0,Ni,Simulated,11,604.3281330382998
2413,2009.0,Ni,Simulated,11,638.6795529854505
2414,2010.0,Ni,Simulated,11,686.574350167101
2415,2011.0,Ni,Simulated,11,705.9064019699027
2416,2012.0,Ni,Simulated,11,749.840377143429
2417,2013.0,Ni,Simulated,11,771.9790755040942
2418,2014.0,Ni,Simulated,11,818.7759924501828
2419,2015.0,Ni,Simulated,11,833.8449860160903
2420,2016.0,Ni,Simulated,11,861.4025320841309
2421,2017.0,Ni,Simulated,11,876.2232788975692
2422,2018.0,Ni,Simulated,11,919.2543573902764
2423,2019.0,Ni,Simulated,11,951.5924049673212
2424,2001.0,Ni,Simulated,12,350.1123876366804
2425,2002.0,Ni,Simulated,12,280.2338879962567
2426,2003.0,Ni,Simulated,12,504.2065522190727
2427,2004.0,Ni,Simulated,12,602.9083990252351
2428,2005.0,Ni,Simulated,12,720.8129390332057
2429,2006.0,Ni,Simulated,12,814.2559473198909
2430,2007.0,Ni,Simulated,12,1005.2012087311904
2431,2008.0,Ni,Simulated,12,1257.6985029134075
2432,2009.0,Ni,Simulated,12,1479.882050138605
2433,2010.0,Ni,Simulated,12,1678.8816159880555
2434,2011.0,Ni,Simulated,12,2144.899083277432
2435,2012.0,Ni,Simulated,12,2540.144687524526
2436,2013.0,Ni,Simulated,12,3071.906178094746
2437,2014.0,Ni,Simulated,12,3580.324090517021
2438,2015.0,Ni,Simulated,12,4116.149678315728
2439,2016.0,Ni,Simulated,12,4733.419705196539
2440,2017.0,Ni,Simulated,12,5307.875177126904
2441,2018.0,Ni,Simulated,12,5710.348667082716
2442,2019.0,Ni,Simulated,12,6129.867103158069
2443,2001.0,Ni,Simulated,13,361.8272670417461
2444,2002.0,Ni,Simulated,13,352.4481581359549
2445,2003.0,Ni,Simulated,13,377.0983466731702
2446,2004.0,Ni,Simulated,13,410.5081700751888
2447,2005.0,Ni,Simulated,13,451.2331238372615
2448,2006.0,Ni,Simulated,13,477.3639252598077
2449,2007.0,Ni,Simulated,13,508.2911798061964
2450,2008.0,Ni,Simulated,13,547.1338009771008
2451,2009.0,Ni,Simulated,13,570.1083240905114
2452,2010.0,Ni,Simulated,13,588.568107739485
2453,2011.0,Ni,Simulated,13,633.142943061284
2454,2012.0,Ni,Simulated,13,663.2729462184591
2455,2013.0,Ni,Simulated,13,695.831058556474
2456,2014.0,Ni,Simulated,13,726.7005411791336
2457,2015.0,Ni,Simulated,13,755.7064344237517
2458,2016.0,Ni,Simulated,13,779.2767738542326
2459,2017.0,Ni,Simulated,13,808.7459651941214
2460,2018.0,Ni,Simulated,13,833.5043800463152
2461,2019.0,Ni,Simulated,13,861.6752899608135
2462,2001.0,Ni,Simulated,14,342.17032969407137
2463,2002.0,Ni,Simulated,14,338.302135794615
2464,2003.0,Ni,Simulated,14,363.323707360939
2465,2004.0,Ni,Simulated,14,387.4982493790554
2466,2005.0,Ni,Simulated,14,408.1474058673194
2467,2006.0,Ni,Simulated,14,425.5500596895988
2468,2007.0,Ni,Simulated,14,442.19141946424776
2469,2008.0,Ni,Simulated,14,455.1853497128392
2470,2009.0,Ni,Simulated,14,457.8988037561163
2471,2010.0,Ni,Simulated,14,459.52645852507857
2472,2011.0,Ni,Simulated,14,482.03090949018656
2473,2012.0,Ni,Simulated,14,480.53027557388594
2474,2013.0,Ni,Simulated,14,481.8639708474163
2475,2014.0,Ni,Simulated,14,488.8295944226098
2476,2015.0,Ni,Simulated,14,490.9258285389444
2477,2016.0,Ni,Simulated,14,491.3928580931246
2478,2017.0,Ni,Simulated,14,498.0841358229575
2479,2018.0,Ni,Simulated,14,501.5281595794349
2480,2019.0,Ni,Simulated,14,504.41342528264624
2481,2001.0,Ni,Simulated,15,342.50124877501344
2482,2002.0,Ni,Simulated,15,325.4392184073175
2483,2003.0,Ni,Simulated,15,370.9785229076192
2484,2004.0,Ni,Simulated,15,386.7630211730914
2485,2005.0,Ni,Simulated,15,396.4709458042416
2486,2006.0,Ni,Simulated,15,412.4167888921114
2487,2007.0,Ni,Simulated,15,413.6590205555576
2488,2008.0,Ni,Simulated,15,425.2764715036194
2489,2009.0,Ni,Simulated,15,434.12881358624975
2490,2010.0,Ni,Simulated,15,418.4438036664103
2491,2011.0,Ni,Simulated,15,448.8075992990831
2492,2012.0,Ni,Simulated,15,440.4436612762085
2493,2013.0,Ni,Simulated,15,434.1490322712088
2494,2014.0,Ni,Simulated,15,441.96056170252456
2495,2015.0,Ni,Simulated,15,424.2361789991604
2496,2016.0,Ni,Simulated,15,432.24715426559055
2497,2017.0,Ni,Simulated,15,429.9510892074817
2498,2018.0,Ni,Simulated,15,438.95181138293214
2499,2019.0,Ni,Simulated,15,431.13001181553136
2500,2001.0,Ni,Simulated,16,357.7235264983474
2501,2002.0,Ni,Simulated,16,358.2775024639831
2502,2003.0,Ni,Simulated,16,367.58260888079656
2503,2004.0,Ni,Simulated,16,379.2365649270716
2504,2005.0,Ni,Simulated,16,388.4539955201407
2505,2006.0,Ni,Simulated,16,398.4777870910867
2506,2007.0,Ni,Simulated,16,406.73500416486553
2507,2008.0,Ni,Simulated,16,416.8328846039395
2508,2009.0,Ni,Simulated,16,422.1927651497664
2509,2010.0,Ni,Simulated,16,425.2102597287197
2510,2011.0,Ni,Simulated,16,432.7243506749255
2511,2012.0,Ni,Simulated,16,436.8822373024087
2512,2013.0,Ni,Simulated,16,440.8329951354686
2513,2014.0,Ni,Simulated,16,445.2678069564894
2514,2015.0,Ni,Simulated,16,448.27277303009777
2515,2016.0,Ni,Simulated,16,449.953852062256
2516,2017.0,Ni,Simulated,16,451.9328090747293
2517,2018.0,Ni,Simulated,16,455.09573374205365
2518,2019.0,Ni,Simulated,16,458.32065414328366
2519,2001.0,Ni,Simulated,17,347.7704987561675
2520,2002.0,Ni,Simulated,17,283.6676806095559
2521,2003.0,Ni,Simulated,17,499.8028552404315
2522,2004.0,Ni,Simulated,17,522.1371080230532
2523,2005.0,Ni,Simulated,17,525.4529570631197
2524,2006.0,Ni,Simulated,17,593.8079069250565
2525,2007.0,Ni,Simulated,17,556.5431689058577
2526,2008.0,Ni,Simulated,17,538.6971270716575
2527,2009.0,Ni,Simulated,17,524.3165343828462
2528,2010.0,Ni,Simulated,17,498.8767315697522
2529,2011.0,Ni,Simulated,17,556.2167756706324
2530,2012.0,Ni,Simulated,17,505.6606099876827
2531,2013.0,Ni,Simulated,17,486.9825267015525
2532,2014.0,Ni,Simulated,17,521.3250551546208
2533,2015.0,Ni,Simulated,17,482.2287332953399
2534,2016.0,Ni,Simulated,17,475.9076845795832
2535,2017.0,Ni,Simulated,17,482.1887427866748
2536,2018.0,Ni,Simulated,17,473.2432959730701
2537,2019.0,Ni,Simulated,17,463.1194415646493
2538,2001.0,Ni,Simulated,18,332.42768263457185
2539,2002.0,Ni,Simulated,18,333.3843015801436
2540,2003.0,Ni,Simulated,18,350.2511708152181
2541,2004.0,Ni,Simulated,18,356.2589411284607
2542,2005.0,Ni,Simulated,18,361.5923279224143
2543,2006.0,Ni,Simulated,18,365.934517563314
2544,2007.0,Ni,Simulated,18,374.4627008090102
2545,2008.0,Ni,Simulated,18,380.4925534316672
2546,2009.0,Ni,Simulated,18,381.9121128959563
2547,2010.0,Ni,Simulated,18,371.6683445519258
2548,2011.0,Ni,Simulated,18,377.3542169201745
2549,2012.0,Ni,Simulated,18,377.644218435472
2550,2013.0,Ni,Simulated,18,379.336754580345
2551,2014.0,Ni,Simulated,18,383.67402015787405
2552,2015.0,Ni,Simulated,18,386.9943345284953
2553,2016.0,Ni,Simulated,18,389.1423670367013
2554,2017.0,Ni,Simulated,18,389.9920263273031
2555,2018.0,Ni,Simulated,18,396.7558595484612
2556,2019.0,Ni,Simulated,18,404.41034504506274
2557,2001.0,Ni,Simulated,19,353.2044127992326
2558,2002.0,Ni,Simulated,19,351.71434191684745
2559,2003.0,Ni,Simulated,19,355.3874742370055
2560,2004.0,Ni,Simulated,19,358.0759906398441
2561,2005.0,Ni,Simulated,19,361.2168490342284
2562,2006.0,Ni,Simulated,19,363.7947261408409
2563,2007.0,Ni,Simulated,19,366.650840589048
2564,2008.0,Ni,Simulated,19,369.464090266905
2565,2009.0,Ni,Simulated,19,372.3075762815838
2566,2010.0,Ni,Simulated,19,374.3052327403078
2567,2011.0,Ni,Simulated,19,378.4633803229924
2568,2012.0,Ni,Simulated,19,382.2908754128157
2569,2013.0,Ni,Simulated,19,385.8539736569613
2570,2014.0,Ni,Simulated,19,389.2497400910817
2571,2015.0,Ni,Simulated,19,393.2435703063015
2572,2016.0,Ni,Simulated,19,396.8939664496738
2573,2017.0,Ni,Simulated,19,400.5860772667283
2574,2018.0,Ni,Simulated,19,404.9057686453167
2575,2019.0,Ni,Simulated,19,408.8365235828669
2576,2001.0,Ni,Simulated,20,347.7704987561675
2577,2002.0,Ni,Simulated,20,344.81624456903785
2578,2003.0,Ni,Simulated,20,360.45700788168006
2579,2004.0,Ni,Simulated,20,368.7186323330261
2580,2005.0,Ni,Simulated,20,375.6663649602416
2581,2006.0,Ni,Simulated,20,380.17106296405615
2582,2007.0,Ni,Simulated,20,393.0975817623109
2583,2008.0,Ni,Simulated,20,403.50884084826896
2584,2009.0,Ni,Simulated,20,402.4205637219942
2585,2010.0,Ni,Simulated,20,405.4754635560799
2586,2011.0,Ni,Simulated,20,423.812343000978
2587,2012.0,Ni,Simulated,20,427.5052159105546
2588,2013.0,Ni,Simulated,20,438.8349633227894
2589,2014.0,Ni,Simulated,20,449.9163045525828
2590,2015.0,Ni,Simulated,20,456.7268007646357
2591,2016.0,Ni,Simulated,20,466.9785567301412
2592,2017.0,Ni,Simulated,20,475.6324367164463
2593,2018.0,Ni,Simulated,20,486.4206651061277
2594,2019.0,Ni,Simulated,20,495.78441246555366
2595,2001.0,Ni,Simulated,21,365.8175784238517
2596,2002.0,Ni,Simulated,21,304.8164925890213
2597,2003.0,Ni,Simulated,21,456.98788562236416
2598,2004.0,Ni,Simulated,21,629.9774595144995
2599,2005.0,Ni,Simulated,21,818.2162746999093
2600,2006.0,Ni,Simulated,21,1024.4701292035625
2601,2007.0,Ni,Simulated,21,1235.473065905505
2602,2008.0,Ni,Simulated,21,1351.7730338433928
2603,2009.0,Ni,Simulated,21,1426.7087123609112
2604,2010.0,Ni,Simulated,21,1646.6996443506962
2605,2011.0,Ni,Simulated,21,1728.186293128918
2606,2012.0,Ni,Simulated,21,1807.4382855344104
2607,2013.0,Ni,Simulated,21,2103.007357242371
2608,2014.0,Ni,Simulated,21,2288.8720743233107
2609,2015.0,Ni,Simulated,21,2575.616812284361
2610,2016.0,Ni,Simulated,21,2912.9886097925687
2611,2017.0,Ni,Simulated,21,3254.922551816888
2612,2018.0,Ni,Simulated,21,3605.189499843694
2613,2019.0,Ni,Simulated,21,3891.2192967962415
2614,2001.0,Ni,Simulated,22,355.49873206186004
2615,2002.0,Ni,Simulated,22,265.54285852889086
2616,2003.0,Ni,Simulated,22,909.6705821323426
2617,2004.0,Ni,Simulated,22,762.4652365369501
2618,2005.0,Ni,Simulated,22,1232.7517045970487
2619,2006.0,Ni,Simulated,22,1131.3197568505568
2620,2007.0,Ni,Simulated,22,1523.6367084776011
2621,2008.0,Ni,Simulated,22,1747.250899009452
2622,2009.0,Ni,Simulated,22,1638.232711052768
2623,2010.0,Ni,Simulated,22,2533.7434045752784
2624,2011.0,Ni,Simulated,22,2681.06918959672
2625,2012.0,Ni,Simulated,22,2667.2002838011845
2626,2013.0,Ni,Simulated,22,2932.700727619233
2627,2014.0,Ni,Simulated,22,2702.2496886968697
2628,2015.0,Ni,Simulated,22,3130.5062793927987
2629,2016.0,Ni,Simulated,22,2283.164897422126
2630,2017.0,Ni,Simulated,22,4525.663193881412
2631,2018.0,Ni,Simulated,22,2690.252643067748
2632,2019.0,Ni,Simulated,22,9907.76167598106
2633,2001.0,Ni,Simulated,23,344.8868296122523
2634,2002.0,Ni,Simulated,23,341.54180354274484
2635,2003.0,Ni,Simulated,23,355.3138097535385
2636,2004.0,Ni,Simulated,23,367.8426343222415
2637,2005.0,Ni,Simulated,23,375.0208042560812
2638,2006.0,Ni,Simulated,23,384.481849004598
2639,2007.0,Ni,Simulated,23,390.1824030282034
2640,2008.0,Ni,Simulated,23,396.1471477832414
2641,2009.0,Ni,Simulated,23,397.9290911594493
2642,2010.0,Ni,Simulated,23,395.1640295056499
2643,2011.0,Ni,Simulated,23,402.7725597383272
2644,2012.0,Ni,Simulated,23,408.113146680656
2645,2013.0,Ni,Simulated,23,409.7313905727242
2646,2014.0,Ni,Simulated,23,416.17546926732666
2647,2015.0,Ni,Simulated,23,417.0935171778787
2648,2016.0,Ni,Simulated,23,423.5941279582141
2649,2017.0,Ni,Simulated,23,427.0205024579455
2650,2018.0,Ni,Simulated,23,431.62482309927896
2651,2019.0,Ni,Simulated,23,434.489689548204
2652,2001.0,Ni,Simulated,24,342.5012487750134
2653,2002.0,Ni,Simulated,24,305.26447575167794
2654,2003.0,Ni,Simulated,24,457.3170354877229
2655,2004.0,Ni,Simulated,24,520.3669636722761
2656,2005.0,Ni,Simulated,24,606.4712658078552
2657,2006.0,Ni,Simulated,24,668.0206254527351
2658,2007.0,Ni,Simulated,24,754.6957944288886
2659,2008.0,Ni,Simulated,24,857.1383884827
2660,2009.0,Ni,Simulated,24,963.1450819954598
2661,2010.0,Ni,Simulated,24,1040.79633133003
2662,2011.0,Ni,Simulated,24,1165.1377285381052
2663,2012.0,Ni,Simulated,24,1341.7149106538152
2664,2013.0,Ni,Simulated,24,1445.404368998419
2665,2014.0,Ni,Simulated,24,1636.9176741724657
2666,2015.0,Ni,Simulated,24,1817.0010519954656
2667,2016.0,Ni,Simulated,24,2098.942846638192
2668,2017.0,Ni,Simulated,24,2263.002421127851
2669,2018.0,Ni,Simulated,24,2537.913450693916
2670,2019.0,Ni,Simulated,24,2843.0949631007247
2671,2001.0,Ni,Simulated,25,352.38436938643173
2672,2002.0,Ni,Simulated,25,300.1136107214154
2673,2003.0,Ni,Simulated,25,486.3254470332239
2674,2004.0,Ni,Simulated,25,560.6290827641558
2675,2005.0,Ni,Simulated,25,645.4056362935492
2676,2006.0,Ni,Simulated,25,724.11443154086
2677,2007.0,Ni,Simulated,25,847.8710657894972
2678,2008.0,Ni,Simulated,25,965.9513030977674
2679,2009.0,Ni,Simulated,25,1129.01417265662
2680,2010.0,Ni,Simulated,25,1338.1618940419712
2681,2011.0,Ni,Simulated,25,1639.7698242122033
2682,2012.0,Ni,Simulated,25,1954.260271395542
2683,2013.0,Ni,Simulated,25,2352.534075820847
2684,2014.0,Ni,Simulated,25,2890.5100021834805
2685,2015.0,Ni,Simulated,25,3446.0775137100304
2686,2016.0,Ni,Simulated,25,4300.491596464177
2687,2017.0,Ni,Simulated,25,5277.089773150714
2688,2018.0,Ni,Simulated,25,6635.491396639613
2689,2019.0,Ni,Simulated,25,8280.46706548722
2690,2001.0,Pb,Simulated,0,140.66501549768458
2691,2002.0,Pb,Simulated,0,135.0445017267609
2692,2003.0,Pb,Simulated,0,140.485150345643
2693,2004.0,Pb,Simulated,0,127.57621798743978
2694,2005.0,Pb,Simulated,0,132.7126708391044
2695,2006.0,Pb,Simulated,0,108.69305719363471
2696,2007.0,Pb,Simulated,0,134.0614952163925
2697,2008.0,Pb,Simulated,0,117.31886353027792
2698,2009.0,Pb,Simulated,0,121.39450527497276
2699,2010.0,Pb,Simulated,0,118.00339750461598
2700,2011.0,Pb,Simulated,0,121.3351343792799
2701,2012.0,Pb,Simulated,0,114.94220960627447
2702,2013.0,Pb,Simulated,0,118.89778091412124
2703,2014.0,Pb,Simulated,0,113.28622077448016
2704,2015.0,Pb,Simulated,0,115.46607116277028
2705,2016.0,Pb,Simulated,0,111.38933874571592
2706,2017.0,Pb,Simulated,0,114.00242837959132
2707,2018.0,Pb,Simulated,0,109.46821731234108
2708,2019.0,Pb,Simulated,0,110.74766630652888
2709,2001.0,Pb,Simulated,1,140.66774829500625
2710,2002.0,Pb,Simulated,1,139.12583509197108
2711,2003.0,Pb,Simulated,1,132.53977366264004
2712,2004.0,Pb,Simulated,1,121.17047851528714
2713,2005.0,Pb,Simulated,1,111.22324624886912
2714,2006.0,Pb,Simulated,1,105.82395214562696
2715,2007.0,Pb,Simulated,1,104.6558293527726
2716,2008.0,Pb,Simulated,1,104.24641452757758
2717,2009.0,Pb,Simulated,1,101.232645244755
2718,2010.0,Pb,Simulated,1,101.9410455000827
2719,2011.0,Pb,Simulated,1,102.28383360704956
2720,2012.0,Pb,Simulated,1,93.6061065834716
2721,2013.0,Pb,Simulated,1,94.45219419365914
2722,2014.0,Pb,Simulated,1,87.27051286489558
2723,2015.0,Pb,Simulated,1,83.35514545173459
2724,2016.0,Pb,Simulated,1,81.93952838325731
2725,2017.0,Pb,Simulated,1,78.2625834650001
2726,2018.0,Pb,Simulated,1,78.13521601028926
2727,2019.0,Pb,Simulated,1,75.28281364636385
2728,2001.0,Pb,Simulated,2,140.63135893453557
2729,2002.0,Pb,Simulated,2,143.6131379178567
2730,2003.0,Pb,Simulated,2,139.3262727217808
2731,2004.0,Pb,Simulated,2,130.42194287286628
2732,2005.0,Pb,Simulated,2,122.93066749587656
2733,2006.0,Pb,Simulated,2,111.60997212237912
2734,2007.0,Pb,Simulated,2,102.9023777767451
2735,2008.0,Pb,Simulated,2,98.84055112324224
2736,2009.0,Pb,Simulated,2,88.85965825219392
2737,2010.0,Pb,Simulated,2,94.69264551319796
2738,2011.0,Pb,Simulated,2,93.82574508751192
2739,2012.0,Pb,Simulated,2,92.36237156145722
2740,2013.0,Pb,Simulated,2,98.04365312784776
2741,2014.0,Pb,Simulated,2,98.58767717000562
2742,2015.0,Pb,Simulated,2,98.347592429771
2743,2016.0,Pb,Simulated,2,98.91381517869569
2744,2017.0,Pb,Simulated,2,99.99720699175576
2745,2018.0,Pb,Simulated,2,97.5121050744672
2746,2019.0,Pb,Simulated,2,96.62031412340292
2747,2001.0,Pb,Simulated,3,140.5661118086525
2748,2002.0,Pb,Simulated,3,137.22371957746395
2749,2003.0,Pb,Simulated,3,146.02917999656484
2750,2004.0,Pb,Simulated,3,134.99509389547458
2751,2005.0,Pb,Simulated,3,137.1670832551474
2752,2006.0,Pb,Simulated,3,135.41444889841463
2753,2007.0,Pb,Simulated,3,136.1633429654945
2754,2008.0,Pb,Simulated,3,134.90226883499255
2755,2009.0,Pb,Simulated,3,131.09791527976063
2756,2010.0,Pb,Simulated,3,129.57408302253782
2757,2011.0,Pb,Simulated,3,130.3401582489869
2758,2012.0,Pb,Simulated,3,130.42675031640846
2759,2013.0,Pb,Simulated,3,128.8277557598199
2760,2014.0,Pb,Simulated,3,128.45643602081665
2761,2015.0,Pb,Simulated,3,128.47570115554768
2762,2016.0,Pb,Simulated,3,130.09618233962587
2763,2017.0,Pb,Simulated,3,126.96060100102838
2764,2018.0,Pb,Simulated,3,126.08519667560212
2765,2019.0,Pb,Simulated,3,125.61912048859658
2766,2001.0,Pb,Simulated,4,140.56067371666325
2767,2002.0,Pb,Simulated,4,129.4903792931071
2768,2003.0,Pb,Simulated,4,122.555705130728
2769,2004.0,Pb,Simulated,4,111.9652939133646
2770,2005.0,Pb,Simulated,4,107.70492170930254
2771,2006.0,Pb,Simulated,4,99.2261347637848
2772,2007.0,Pb,Simulated,4,89.67808138943103
2773,2008.0,Pb,Simulated,4,90.82545080093412
2774,2009.0,Pb,Simulated,4,75.58491637749869
2775,2010.0,Pb,Simulated,4,74.81851525755665
2776,2011.0,Pb,Simulated,4,81.62691239045398
2777,2012.0,Pb,Simulated,4,61.17599713053745
2778,2013.0,Pb,Simulated,4,63.6197475800803
2779,2014.0,Pb,Simulated,4,49.92473533997866
2780,2015.0,Pb,Simulated,4,47.12871535995924
2781,2016.0,Pb,Simulated,4,45.36229468837568
2782,2017.0,Pb,Simulated,4,51.77768154451957
2783,2018.0,Pb,Simulated,4,58.60372826184496
2784,2019.0,Pb,Simulated,4,62.11286234474629
2785,2001.0,Pb,Simulated,5,140.5376872608309
2786,2002.0,Pb,Simulated,5,132.07775521377508
2787,2003.0,Pb,Simulated,5,157.4436401318299
2788,2004.0,Pb,Simulated,5,127.42147496441204
2789,2005.0,Pb,Simulated,5,133.3135976238614
2790,2006.0,Pb,Simulated,5,128.4721968628218
2791,2007.0,Pb,Simulated,5,141.08565074565598
2792,2008.0,Pb,Simulated,5,133.60483574546194
2793,2009.0,Pb,Simulated,5,143.66394213525152
2794,2010.0,Pb,Simulated,5,137.7044760987695
2795,2011.0,Pb,Simulated,5,151.6076261816374
2796,2012.0,Pb,Simulated,5,145.80721192215103
2797,2013.0,Pb,Simulated,5,148.91251347732873
2798,2014.0,Pb,Simulated,5,137.09089908254504
2799,2015.0,Pb,Simulated,5,143.47647914732954
2800,2016.0,Pb,Simulated,5,134.7057692051478
2801,2017.0,Pb,Simulated,5,137.22717154737722
2802,2018.0,Pb,Simulated,5,135.03912554984066
2803,2019.0,Pb,Simulated,5,136.68576242954643
2804,2001.0,Pb,Simulated,6,140.6758606165302
2805,2002.0,Pb,Simulated,6,137.5316055732252
2806,2003.0,Pb,Simulated,6,135.67773103129798
2807,2004.0,Pb,Simulated,6,137.26394302634196
2808,2005.0,Pb,Simulated,6,137.80060307555036
2809,2006.0,Pb,Simulated,6,144.87808825586282
2810,2007.0,Pb,Simulated,6,161.31457113637467
2811,2008.0,Pb,Simulated,6,179.5769964913117
2812,2009.0,Pb,Simulated,6,188.6716982523593
2813,2010.0,Pb,Simulated,6,198.21231264925865
2814,2011.0,Pb,Simulated,6,207.1882449934462
2815,2012.0,Pb,Simulated,6,210.6178102555953
2816,2013.0,Pb,Simulated,6,207.08347961165816
2817,2014.0,Pb,Simulated,6,203.590387955678
2818,2015.0,Pb,Simulated,6,197.93601588290028
2819,2016.0,Pb,Simulated,6,189.46729750393945
2820,2017.0,Pb,Simulated,6,180.02869762318198
2821,2018.0,Pb,Simulated,6,171.57547889448085
2822,2019.0,Pb,Simulated,6,158.1192325905418
2823,2001.0,Pb,Simulated,7,140.63163065138212
2824,2002.0,Pb,Simulated,7,138.73615821373284
2825,2003.0,Pb,Simulated,7,142.7532839104847
2826,2004.0,Pb,Simulated,7,141.71796799700087
2827,2005.0,Pb,Simulated,7,144.31727948187682
2828,2006.0,Pb,Simulated,7,144.2228160535754
2829,2007.0,Pb,Simulated,7,147.07793653923227
2830,2008.0,Pb,Simulated,7,151.4921169373251
2831,2009.0,Pb,Simulated,7,150.61520612725852
2832,2010.0,Pb,Simulated,7,151.59540169979775
2833,2011.0,Pb,Simulated,7,161.2879238223302
2834,2012.0,Pb,Simulated,7,158.544991888073
2835,2013.0,Pb,Simulated,7,163.33044834537182
2836,2014.0,Pb,Simulated,7,168.06386178135287
2837,2015.0,Pb,Simulated,7,167.0729007594265
2838,2016.0,Pb,Simulated,7,169.1763967676579
2839,2017.0,Pb,Simulated,7,168.09033131205916
2840,2018.0,Pb,Simulated,7,164.32520543188917
2841,2019.0,Pb,Simulated,7,162.84612269047727
2842,2001.0,Pb,Simulated,8,140.60891748846123
2843,2002.0,Pb,Simulated,8,135.5112351557685
2844,2003.0,Pb,Simulated,8,156.2399720752813
2845,2004.0,Pb,Simulated,8,124.78936199822492
2846,2005.0,Pb,Simulated,8,160.83518045925692
2847,2006.0,Pb,Simulated,8,122.45031474192533
2848,2007.0,Pb,Simulated,8,156.54756629031868
2849,2008.0,Pb,Simulated,8,133.21839911083327
2850,2009.0,Pb,Simulated,8,133.21910081349
2851,2010.0,Pb,Simulated,8,122.43038925413929
2852,2011.0,Pb,Simulated,8,144.65252114980717
2853,2012.0,Pb,Simulated,8,125.24044228314892
2854,2013.0,Pb,Simulated,8,147.55460944997057
2855,2014.0,Pb,Simulated,8,127.66463446108638
2856,2015.0,Pb,Simulated,8,148.5075757415163
2857,2016.0,Pb,Simulated,8,124.03552982043836
2858,2017.0,Pb,Simulated,8,165.24198429413136
2859,2018.0,Pb,Simulated,8,136.58676585837475
2860,2019.0,Pb,Simulated,8,168.1389392080686
2861,2001.0,Pb,Simulated,9,140.5939953500375
2862,2002.0,Pb,Simulated,9,133.95895083107095
2863,2003.0,Pb,Simulated,9,143.5438588293598
2864,2004.0,Pb,Simulated,9,122.92739186848806
2865,2005.0,Pb,Simulated,9,143.0871862500432
2866,2006.0,Pb,Simulated,9,118.81747019374023
