,Variable,Commodity,Year,Historical or simulated,Scenario,Value
6800,Primary commodity price,Au,2008,Simulated,358,46650370.814756624
6801,Primary commodity price,Au,2008,Simulated,179,43195192.64547578
6802,Primary commodity price,Au,2008,Simulated,220,38675496.524856456
6803,Primary commodity price,Au,2008,Simulated,346,36727231.290644206
6804,Primary commodity price,Au,2008,Simulated,355,44148377.25224882
6805,Primary commodity price,Au,2008,Simulated,492,33605723.49249793
6806,Primary commodity price,Au,2008,Simulated,494,36302822.27883274
6807,Primary commodity price,Au,2008,Simulated,102,36654718.36690721
6808,Primary commodity price,Au,2008,Simulated,315,36428678.01425057
6809,Primary commodity price,Au,2008,Simulated,370,42239218.81952521
6810,Primary commodity price,Au,2008,Simulated,49,34056792.89129149
6811,Primary commodity price,Au,2008,Simulated,159,38608489.1939633
6812,Primary commodity price,Au,2008,"Historical, actual","Historical, actual",39939834.48485532
6813,Primary commodity price,Au,2008,"Historical, rolling mean","Historical, rolling mean",38096383.46402263
6814,Primary commodity price,Au,2009,Simulated,340,41573874.56976321
6815,Primary commodity price,Au,2009,Simulated,214,41792917.53997626
6816,Primary commodity price,Au,2009,Simulated,425,42406991.04531368
6817,Primary commodity price,Au,2009,Simulated,375,42000994.88473037
6818,Primary commodity price,Au,2009,Simulated,462,40239566.7229991
6819,Primary commodity price,Au,2009,Simulated,304,38849535.88188118
6820,Primary commodity price,Au,2009,Simulated,309,36678186.077514686
6821,Primary commodity price,Au,2009,Simulated,208,41998711.66931126
6822,Primary commodity price,Au,2009,Simulated,100,39915309.74210434
6823,Primary commodity price,Au,2009,Simulated,283,42075281.02615056
6824,Primary commodity price,Au,2009,Simulated,446,40278467.60850597
6825,Primary commodity price,Au,2009,Simulated,44,43290572.696898565
6826,Primary commodity price,Au,2009,Simulated,559,35676729.47826476
6827,Primary commodity price,Au,2009,Simulated,358,47913987.99633919
6828,Primary commodity price,Au,2009,Simulated,179,44487834.423583016
6829,Primary commodity price,Au,2009,Simulated,220,38807739.03346316
6830,Primary commodity price,Au,2009,Simulated,346,37339910.37667255
6831,Primary commodity price,Au,2009,Simulated,355,44953187.81652154
6832,Primary commodity price,Au,2009,Simulated,492,33024869.4231036
6833,Primary commodity price,Au,2009,Simulated,494,36546675.83340603
6834,Primary commodity price,Au,2009,Simulated,102,37469097.57834338
6835,Primary commodity price,Au,2009,Simulated,315,36496450.04534994
6836,Primary commodity price,Au,2009,Simulated,370,43138140.22975464
6837,Primary commodity price,Au,2009,Simulated,49,34382674.870118216
6838,Primary commodity price,Au,2009,Simulated,159,40380347.62065564
6839,Primary commodity price,Au,2009,"Historical, actual","Historical, actual",41981625.31839839
6840,Primary commodity price,Au,2009,"Historical, rolling mean","Historical, rolling mean",37807268.73245207
6841,Primary commodity price,Au,2010,Simulated,340,42138524.80576749
6842,Primary commodity price,Au,2010,Simulated,214,41923793.377505
6843,Primary commodity price,Au,2010,Simulated,425,42680042.71098255
6844,Primary commodity price,Au,2010,Simulated,375,41694237.328459695
6845,Primary commodity price,Au,2010,Simulated,462,40745285.34831697
6846,Primary commodity price,Au,2010,Simulated,304,39189009.017984055
6847,Primary commodity price,Au,2010,Simulated,309,36808436.753181085
6848,Primary commodity price,Au,2010,Simulated,208,42651131.3795223
6849,Primary commodity price,Au,2010,Simulated,100,38842912.46296726
6850,Primary commodity price,Au,2010,Simulated,283,42166761.97538388
6851,Primary commodity price,Au,2010,Simulated,446,39316615.93111799
6852,Primary commodity price,Au,2010,Simulated,44,44823407.0166311
6853,Primary commodity price,Au,2010,Simulated,559,36157944.80151732
6854,Primary commodity price,Au,2010,Simulated,358,47986109.28702717
6855,Primary commodity price,Au,2010,Simulated,179,45398200.419004016
6856,Primary commodity price,Au,2010,Simulated,220,38478366.30413164
6857,Primary commodity price,Au,2010,Simulated,346,38934993.387687184
6858,Primary commodity price,Au,2010,Simulated,355,45486934.39243007
6859,Primary commodity price,Au,2010,Simulated,492,32359445.59218046
6860,Primary commodity price,Au,2010,Simulated,494,36715292.87569461
6861,Primary commodity price,Au,2010,Simulated,102,38392976.64660436
6862,Primary commodity price,Au,2010,Simulated,315,36614530.76211887
6863,Primary commodity price,Au,2010,Simulated,370,42845424.555585735
6864,Primary commodity price,Au,2010,Simulated,49,34710783.307619266
6865,Primary commodity price,Au,2010,Simulated,159,42652686.720982805
6866,Primary commodity price,Au,2010,"Historical, actual","Historical, actual",41397340.8900164
6867,Primary commodity price,Au,2010,"Historical, rolling mean","Historical, rolling mean",38596135.62414824
6868,Primary commodity price,Au,2011,Simulated,340,42966214.55156012
6869,Primary commodity price,Au,2011,Simulated,214,43011508.60196574
6870,Primary commodity price,Au,2011,Simulated,425,44311790.89396641
6871,Primary commodity price,Au,2011,Simulated,375,41592466.89806174
6872,Primary commodity price,Au,2011,Simulated,462,41956433.50320628
6873,Primary commodity price,Au,2011,Simulated,304,39519990.9413657
6874,Primary commodity price,Au,2011,Simulated,309,36934369.14519612
6875,Primary commodity price,Au,2011,Simulated,208,43460049.779930696
6876,Primary commodity price,Au,2011,Simulated,100,38199395.256733246
6877,Primary commodity price,Au,2011,Simulated,283,42744682.472864
6878,Primary commodity price,Au,2011,Simulated,446,39571649.02807328
6879,Primary commodity price,Au,2011,Simulated,44,46447815.84605271
6880,Primary commodity price,Au,2011,Simulated,559,36466983.7487183
6881,Primary commodity price,Au,2011,Simulated,358,47874922.29902539
6882,Primary commodity price,Au,2011,Simulated,179,46256585.82534386
6883,Primary commodity price,Au,2011,Simulated,220,38855412.94139057
6884,Primary commodity price,Au,2011,Simulated,346,42883561.1514034
6885,Primary commodity price,Au,2011,Simulated,355,46700773.393851645
6886,Primary commodity price,Au,2011,Simulated,492,33869503.27482623
6887,Primary commodity price,Au,2011,Simulated,494,36645296.47603954
6888,Primary commodity price,Au,2011,Simulated,102,39011313.23223608
6889,Primary commodity price,Au,2011,Simulated,315,36681092.14667731
6890,Primary commodity price,Au,2011,Simulated,370,43043800.73253552
6891,Primary commodity price,Au,2011,Simulated,49,35604429.016585074
6892,Primary commodity price,Au,2011,Simulated,159,45397200.51997695
6893,Primary commodity price,Au,2011,"Historical, actual","Historical, actual",32133753.31045417
6894,Primary commodity price,Au,2011,"Historical, rolling mean","Historical, rolling mean",38726191.754259616
6895,Primary commodity price,Au,2012,Simulated,340,43653766.67358804
6896,Primary commodity price,Au,2012,Simulated,214,43737790.592230186
6897,Primary commodity price,Au,2012,Simulated,425,45035065.077400684
6898,Primary commodity price,Au,2012,Simulated,375,41990991.21116982
6899,Primary commodity price,Au,2012,Simulated,462,43859089.745762736
6900,Primary commodity price,Au,2012,Simulated,304,39702736.80284715
6901,Primary commodity price,Au,2012,Simulated,309,37088416.99193548
6902,Primary commodity price,Au,2012,Simulated,208,43883059.59028433
6903,Primary commodity price,Au,2012,Simulated,100,39336357.87792878
6904,Primary commodity price,Au,2012,Simulated,283,43315161.486637
6905,Primary commodity price,Au,2012,Simulated,446,39537744.69473133
6906,Primary commodity price,Au,2012,Simulated,44,47967026.59951355
6907,Primary commodity price,Au,2012,Simulated,559,36894509.49444481
6908,Primary commodity price,Au,2012,Simulated,358,47412478.24811555
6909,Primary commodity price,Au,2012,Simulated,179,46782136.254404336
6910,Primary commodity price,Au,2012,Simulated,220,39025191.32221338
6911,Primary commodity price,Au,2012,Simulated,346,47869348.68465051
6912,Primary commodity price,Au,2012,Simulated,355,47784643.98017333
6913,Primary commodity price,Au,2012,Simulated,492,35325523.63301532
6914,Primary commodity price,Au,2012,Simulated,494,36928325.94281403
6915,Primary commodity price,Au,2012,Simulated,102,38598168.42770543
6916,Primary commodity price,Au,2012,Simulated,315,36636902.88032648
6917,Primary commodity price,Au,2012,Simulated,370,42940057.23646061
6918,Primary commodity price,Au,2012,Simulated,49,36741777.99469266
6919,Primary commodity price,Au,2012,Simulated,159,48406361.11802285
6920,Primary commodity price,Au,2012,"Historical, actual","Historical, actual",37528124.11701693
6921,Primary commodity price,Au,2012,"Historical, rolling mean","Historical, rolling mean",39047205.11825013
6922,Primary commodity price,Au,2013,Simulated,340,44268456.98525938
6923,Primary commodity price,Au,2013,Simulated,214,44175509.14627238
6924,Primary commodity price,Au,2013,Simulated,425,46102264.847483166
6925,Primary commodity price,Au,2013,Simulated,375,42234464.23917041
6926,Primary commodity price,Au,2013,Simulated,462,44659742.56023266
6927,Primary commodity price,Au,2013,Simulated,304,39880805.00924672
6928,Primary commodity price,Au,2013,Simulated,309,37263601.365104064
6929,Primary commodity price,Au,2013,Simulated,208,44043727.30025838
6930,Primary commodity price,Au,2013,Simulated,100,38245129.6389904
6931,Primary commodity price,Au,2013,Simulated,283,44135106.40990955
6932,Primary commodity price,Au,2013,Simulated,446,39488887.56024671
6933,Primary commodity price,Au,2013,Simulated,44,49359397.91838555
6934,Primary commodity price,Au,2013,Simulated,559,37368506.46056672
6935,Primary commodity price,Au,2013,Simulated,358,47247161.79668885
6936,Primary commodity price,Au,2013,Simulated,179,47159829.00659221
6937,Primary commodity price,Au,2013,Simulated,220,38995055.097041816
6938,Primary commodity price,Au,2013,Simulated,346,53827323.28313819
6939,Primary commodity price,Au,2013,Simulated,355,49048034.47740942
6940,Primary commodity price,Au,2013,Simulated,492,38074689.07071745
6941,Primary commodity price,Au,2013,Simulated,494,37397598.40431488
6942,Primary commodity price,Au,2013,Simulated,102,38971901.123246334
6943,Primary commodity price,Au,2013,Simulated,315,36562922.06538113
6944,Primary commodity price,Au,2013,Simulated,370,42981111.35196836
6945,Primary commodity price,Au,2013,Simulated,49,37364755.64797922
6946,Primary commodity price,Au,2013,Simulated,159,51411941.30890108
6947,Primary commodity price,Au,2013,"Historical, actual","Historical, actual",40590115.1354122
6948,Primary commodity price,Au,2013,"Historical, rolling mean","Historical, rolling mean",39357722.1742662
6949,Primary commodity price,Au,2014,Simulated,340,44409559.10075529
6950,Primary commodity price,Au,2014,Simulated,214,43497669.78461118
6951,Primary commodity price,Au,2014,Simulated,425,46392378.57368814
6952,Primary commodity price,Au,2014,Simulated,375,41187273.15744397
6953,Primary commodity price,Au,2014,Simulated,462,44557500.77186836
6954,Primary commodity price,Au,2014,Simulated,304,39760298.402586944
6955,Primary commodity price,Au,2014,Simulated,309,37277468.75845219
6956,Primary commodity price,Au,2014,Simulated,208,43669057.10703022
6957,Primary commodity price,Au,2014,Simulated,100,35284321.65269695
6958,Primary commodity price,Au,2014,Simulated,283,44386599.707069166
6959,Primary commodity price,Au,2014,Simulated,446,38620817.24218354
6960,Primary commodity price,Au,2014,Simulated,44,50311138.25750014
6961,Primary commodity price,Au,2014,Simulated,559,36902622.14572798
6962,Primary commodity price,Au,2014,Simulated,358,46328087.76668691
6963,Primary commodity price,Au,2014,Simulated,179,46838960.57922414
6964,Primary commodity price,Au,2014,Simulated,220,38084037.25827683
6965,Primary commodity price,Au,2014,Simulated,346,56741926.30736457
6966,Primary commodity price,Au,2014,Simulated,355,49034532.51026088
6967,Primary commodity price,Au,2014,Simulated,492,38323841.35959629
6968,Primary commodity price,Au,2014,Simulated,494,37253611.25226359
6969,Primary commodity price,Au,2014,Simulated,102,37563691.90440571
6970,Primary commodity price,Au,2014,Simulated,315,36429293.20269671
6971,Primary commodity price,Au,2014,Simulated,370,41525990.11691173
6972,Primary commodity price,Au,2014,Simulated,49,37615444.45280704
6973,Primary commodity price,Au,2014,Simulated,159,53728992.876939006
6974,Primary commodity price,Au,2014,"Historical, actual","Historical, actual",43586692.13835097
6975,Primary commodity price,Au,2014,"Historical, rolling mean","Historical, rolling mean",41281568.67459611
6976,Primary commodity price,Au,2015,Simulated,340,44491533.31745015
6977,Primary commodity price,Au,2015,Simulated,214,43528263.49018925
6978,Primary commodity price,Au,2015,Simulated,425,45486048.13023422
6979,Primary commodity price,Au,2015,Simulated,375,40340419.82015078
6980,Primary commodity price,Au,2015,Simulated,462,46767237.71002226
6981,Primary commodity price,Au,2015,Simulated,304,39593094.96114362
6982,Primary commodity price,Au,2015,Simulated,309,37398647.98061821
6983,Primary commodity price,Au,2015,Simulated,208,42857474.938220985
6984,Primary commodity price,Au,2015,Simulated,100,36583270.43725659
6985,Primary commodity price,Au,2015,Simulated,283,44667647.2687853
6986,Primary commodity price,Au,2015,Simulated,446,38652529.0943016
6987,Primary commodity price,Au,2015,Simulated,44,51000605.58183272
6988,Primary commodity price,Au,2015,Simulated,559,36405593.94190041
6989,Primary commodity price,Au,2015,Simulated,358,45472085.13211468
6990,Primary commodity price,Au,2015,Simulated,179,46444891.34324987
6991,Primary commodity price,Au,2015,Simulated,220,37792566.09536792
6992,Primary commodity price,Au,2015,Simulated,346,57526981.7294416
6993,Primary commodity price,Au,2015,Simulated,355,48825010.05458463
6994,Primary commodity price,Au,2015,Simulated,492,39053440.98357703
6995,Primary commodity price,Au,2015,Simulated,494,37459468.63992538
6996,Primary commodity price,Au,2015,Simulated,102,36630320.52174493
6997,Primary commodity price,Au,2015,Simulated,315,36137729.99767903
6998,Primary commodity price,Au,2015,Simulated,370,41280179.26733897
6999,Primary commodity price,Au,2015,Simulated,49,38703579.89978407
7000,Primary commodity price,Au,2015,Simulated,159,55287647.12644672
7001,Primary commodity price,Au,2015,"Historical, actual","Historical, actual",42949926.1700967
7002,Primary commodity price,Au,2015,"Historical, rolling mean","Historical, rolling mean",42307012.629062906
7003,Primary commodity price,Au,2016,Simulated,340,44246129.45014656
7004,Primary commodity price,Au,2016,Simulated,214,42721058.47850391
7005,Primary commodity price,Au,2016,Simulated,425,44259563.88697025
7006,Primary commodity price,Au,2016,Simulated,375,38522305.55323374
7007,Primary commodity price,Au,2016,Simulated,462,46263769.20027837
7008,Primary commodity price,Au,2016,Simulated,304,39334246.56903191
7009,Primary commodity price,Au,2016,Simulated,309,37259810.322493546
7010,Primary commodity price,Au,2016,Simulated,208,41430686.75678361
7011,Primary commodity price,Au,2016,Simulated,100,36509056.08091316
7012,Primary commodity price,Au,2016,Simulated,283,44574346.18756172
7013,Primary commodity price,Au,2016,Simulated,446,37835980.72631614
7014,Primary commodity price,Au,2016,Simulated,44,51252172.18629596
7015,Primary commodity price,Au,2016,Simulated,559,35648301.918919615
7016,Primary commodity price,Au,2016,Simulated,358,44454742.28209087
7017,Primary commodity price,Au,2016,Simulated,179,45581142.36842449
7018,Primary commodity price,Au,2016,Simulated,220,37148263.7064808
7019,Primary commodity price,Au,2016,Simulated,346,54786454.25888267
7020,Primary commodity price,Au,2016,Simulated,355,47671356.08233606
7021,Primary commodity price,Au,2016,Simulated,492,37432662.67558998
7022,Primary commodity price,Au,2016,Simulated,494,37476572.23599392
7023,Primary commodity price,Au,2016,Simulated,102,34936685.35669368
7024,Primary commodity price,Au,2016,Simulated,315,35559867.59042601
7025,Primary commodity price,Au,2016,Simulated,370,40464236.61761349
7026,Primary commodity price,Au,2016,Simulated,49,39111946.3635637
7027,Primary commodity price,Au,2016,Simulated,159,55581515.80531304
7028,Primary commodity price,Au,2016,"Historical, actual","Historical, actual",41752985.812103726
7029,Primary commodity price,Au,2016,"Historical, rolling mean","Historical, rolling mean",43674174.41032926
7030,Primary commodity price,Au,2017,Simulated,340,43903006.1652412
7031,Primary commodity price,Au,2017,Simulated,214,42213338.13004462
7032,Primary commodity price,Au,2017,Simulated,425,42319229.59516973
7033,Primary commodity price,Au,2017,Simulated,375,37405255.19350449
7034,Primary commodity price,Au,2017,Simulated,462,44790793.44283605
7035,Primary commodity price,Au,2017,Simulated,304,39030509.85066999
7036,Primary commodity price,Au,2017,Simulated,309,37014812.98671809
7037,Primary commodity price,Au,2017,Simulated,208,39748474.63346739
7038,Primary commodity price,Au,2017,Simulated,100,37160642.334708296
7039,Primary commodity price,Au,2017,Simulated,283,44386364.98827806
7040,Primary commodity price,Au,2017,Simulated,446,37362132.70160363
7041,Primary commodity price,Au,2017,Simulated,44,51204178.56135591
7042,Primary commodity price,Au,2017,Simulated,559,34508910.23263658
7043,Primary commodity price,Au,2017,Simulated,358,43477791.15622146
7044,Primary commodity price,Au,2017,Simulated,179,44609464.998314165
7045,Primary commodity price,Au,2017,Simulated,220,36420471.92866768
7046,Primary commodity price,Au,2017,Simulated,346,50349361.744425535
7047,Primary commodity price,Au,2017,Simulated,355,46329768.306116246
7048,Primary commodity price,Au,2017,Simulated,492,35270094.23767553
7049,Primary commodity price,Au,2017,Simulated,494,37458339.29792667
7050,Primary commodity price,Au,2017,Simulated,102,33533347.513019595
7051,Primary commodity price,Au,2017,Simulated,315,34902419.11663233
7052,Primary commodity price,Au,2017,Simulated,370,39654175.740307964
7053,Primary commodity price,Au,2017,Simulated,49,39436832.134655856
7054,Primary commodity price,Au,2017,Simulated,159,54982849.459569626
7055,Primary commodity price,Au,2017,"Historical, actual","Historical, actual",42655343.88935088
7056,Primary commodity price,Au,2017,"Historical, rolling mean","Historical, rolling mean",44782544.44317278
7057,Primary commodity price,Au,2018,Simulated,340,43518492.09263428
7058,Primary commodity price,Au,2018,Simulated,214,42101202.50813363
7059,Primary commodity price,Au,2018,Simulated,425,40413934.16133677
7060,Primary commodity price,Au,2018,Simulated,375,36451510.70811324
7061,Primary commodity price,Au,2018,Simulated,462,45228480.66410861
7062,Primary commodity price,Au,2018,Simulated,304,38715425.33909763
7063,Primary commodity price,Au,2018,Simulated,309,36689193.82020141
7064,Primary commodity price,Au,2018,Simulated,208,37762721.14025159
7065,Primary commodity price,Au,2018,Simulated,100,34209072.60619581
7066,Primary commodity price,Au,2018,Simulated,283,44223448.145039216
7067,Primary commodity price,Au,2018,Simulated,446,36794806.74764031
7068,Primary commodity price,Au,2018,Simulated,44,51034807.01001106
7069,Primary commodity price,Au,2018,Simulated,559,33561820.90132636
7070,Primary commodity price,Au,2018,Simulated,358,42269133.90830041
7071,Primary commodity price,Au,2018,Simulated,179,43537588.07188466
7072,Primary commodity price,Au,2018,Simulated,220,36058838.71662115
7073,Primary commodity price,Au,2018,Simulated,346,45025105.307229176
7074,Primary commodity price,Au,2018,Simulated,355,45248103.88300637
7075,Primary commodity price,Au,2018,Simulated,492,32742549.54584913
7076,Primary commodity price,Au,2018,Simulated,494,37542597.85977572
7077,Primary commodity price,Au,2018,Simulated,102,32669067.957607035
7078,Primary commodity price,Au,2018,Simulated,315,34154859.04737037
7079,Primary commodity price,Au,2018,Simulated,370,39435984.21103273
7080,Primary commodity price,Au,2018,Simulated,49,39863438.455619656
7081,Primary commodity price,Au,2018,Simulated,159,53789661.96302844
7082,Primary commodity price,Au,2018,"Historical, actual","Historical, actual",47425924.04174401
7083,Primary commodity price,Au,2018,"Historical, rolling mean","Historical, rolling mean",45890700.30730423
7084,Primary commodity price,Au,2019,Simulated,340,43195711.090529576
7085,Primary commodity price,Au,2019,Simulated,214,42207285.76609568
7086,Primary commodity price,Au,2019,Simulated,425,38213793.44799577
7087,Primary commodity price,Au,2019,Simulated,375,35614400.65923266
7088,Primary commodity price,Au,2019,Simulated,462,44790544.52371623
7089,Primary commodity price,Au,2019,Simulated,304,38468335.36283625
7090,Primary commodity price,Au,2019,Simulated,309,36267499.06747575
7091,Primary commodity price,Au,2019,Simulated,208,35624897.876705825
7092,Primary commodity price,Au,2019,Simulated,100,35288519.6034768
7093,Primary commodity price,Au,2019,Simulated,283,44225879.904967
7094,Primary commodity price,Au,2019,Simulated,446,36971214.07880686
7095,Primary commodity price,Au,2019,Simulated,44,50907813.54101247
7096,Primary commodity price,Au,2019,Simulated,559,32887368.37171552
7097,Primary commodity price,Au,2019,Simulated,358,41154700.422285
7098,Primary commodity price,Au,2019,Simulated,179,42722885.453117885
7099,Primary commodity price,Au,2019,Simulated,220,35857857.23494601
7100,Primary commodity price,Au,2019,Simulated,346,40394087.04943764
7101,Primary commodity price,Au,2019,Simulated,355,44552422.41195297
7102,Primary commodity price,Au,2019,Simulated,492,30415514.95353709
7103,Primary commodity price,Au,2019,Simulated,494,37615603.590377584
7104,Primary commodity price,Au,2019,Simulated,102,32375347.22432164
7105,Primary commodity price,Au,2019,Simulated,315,33312011.092530977
7106,Primary commodity price,Au,2019,Simulated,370,39480729.47380971
7107,Primary commodity price,Au,2019,Simulated,49,40247463.9539859
7108,Primary commodity price,Au,2019,Simulated,159,52328405.08498141
7109,Primary commodity price,Au,2019,"Historical, actual","Historical, actual",49128542.30256859
7110,Primary commodity price,Au,2019,"Historical, rolling mean","Historical, rolling mean",46212040.90132334
7111,Primary supply,Au,2001,Historical,Historical,2.56
7112,Primary supply,Au,2001,Simulated,340,2.514788004626752
7113,Primary supply,Au,2001,Simulated,214,2.4795120355367897
7114,Primary supply,Au,2001,Simulated,425,2.432369805336696
7115,Primary supply,Au,2001,Simulated,375,2.6415702145663014
7116,Primary supply,Au,2001,Simulated,462,2.563367778772967
7117,Primary supply,Au,2001,Simulated,304,2.5904516132985544
7118,Primary supply,Au,2001,Simulated,309,2.4773059270602515
7119,Primary supply,Au,2001,Simulated,208,2.382110474294879
7120,Primary supply,Au,2001,Simulated,100,2.673703071927358
7121,Primary supply,Au,2001,Simulated,283,2.459387552686765
7122,Primary supply,Au,2001,Simulated,446,2.683660469715915
7123,Primary supply,Au,2001,Simulated,44,2.563288421867746
7124,Primary supply,Au,2001,Simulated,559,2.6359310718061653
7125,Primary supply,Au,2001,Simulated,358,2.3454657466446456
7126,Primary supply,Au,2001,Simulated,179,2.544339984323709
7127,Primary supply,Au,2001,Simulated,220,2.598697587608967
7128,Primary supply,Au,2001,Simulated,346,2.6035787347399806
7129,Primary supply,Au,2001,Simulated,355,2.4377177826985594
7130,Primary supply,Au,2001,Simulated,492,2.466184510268226
7131,Primary supply,Au,2001,Simulated,494,2.722411675658851
7132,Primary supply,Au,2001,Simulated,102,2.4699508675311623
7133,Primary supply,Au,2001,Simulated,315,2.5377807560831305
7134,Primary supply,Au,2001,Simulated,370,2.582412216381247
7135,Primary supply,Au,2001,Simulated,49,2.8300465632666447
7136,Primary supply,Au,2001,Simulated,159,2.6112058158056928
7137,Primary supply,Au,2002,Historical,Historical,2.55
7138,Primary supply,Au,2002,Simulated,340,2.373112957372539
7139,Primary supply,Au,2002,Simulated,214,2.484755864254922
7140,Primary supply,Au,2002,Simulated,425,2.353113287571599
7141,Primary supply,Au,2002,Simulated,375,2.354493936249285
7142,Primary supply,Au,2002,Simulated,462,2.520780962054284
7143,Primary supply,Au,2002,Simulated,304,2.240972258534766
7144,Primary supply,Au,2002,Simulated,309,2.467601437181156
7145,Primary supply,Au,2002,Simulated,208,2.359157838687297
7146,Primary supply,Au,2002,Simulated,100,2.337202943595452
7147,Primary supply,Au,2002,Simulated,283,2.1812759370686905
7148,Primary supply,Au,2002,Simulated,446,2.144331802221252
7149,Primary supply,Au,2002,Simulated,44,2.3439956967112794
7150,Primary supply,Au,2002,Simulated,559,2.4635914068847926
7151,Primary supply,Au,2002,Simulated,358,2.103111268380196
7152,Primary supply,Au,2002,Simulated,179,2.353019194228045
7153,Primary supply,Au,2002,Simulated,220,2.4999147828866373
7154,Primary supply,Au,2002,Simulated,346,2.417101742943132
7155,Primary supply,Au,2002,Simulated,355,2.3348992315825567
7156,Primary supply,Au,2002,Simulated,492,2.330167338662404
7157,Primary supply,Au,2002,Simulated,494,2.5535496005540423
7158,Primary supply,Au,2002,Simulated,102,2.397657706269708
7159,Primary supply,Au,2002,Simulated,315,2.4371666024876557
7160,Primary supply,Au,2002,Simulated,370,2.547888667840287
7161,Primary supply,Au,2002,Simulated,49,3.1547736981291123
7162,Primary supply,Au,2002,Simulated,159,2.539403233813408
7163,Primary supply,Au,2003,Historical,Historical,2.54
7164,Primary supply,Au,2003,Simulated,340,2.4113843877192185
7165,Primary supply,Au,2003,Simulated,214,2.5397574048938982
7166,Primary supply,Au,2003,Simulated,425,2.4962274603867662
7167,Primary supply,Au,2003,Simulated,375,2.405909968755893
7168,Primary supply,Au,2003,Simulated,462,2.581593802971265
7169,Primary supply,Au,2003,Simulated,304,2.306078193106356
7170,Primary supply,Au,2003,Simulated,309,2.434512263866409
7171,Primary supply,Au,2003,Simulated,208,2.364893882476196
7172,Primary supply,Au,2003,Simulated,100,2.5038029786191403
7173,Primary supply,Au,2003,Simulated,283,2.2895906137627584
7174,Primary supply,Au,2003,Simulated,446,2.360425199541983
7175,Primary supply,Au,2003,Simulated,44,2.364410969078864
7176,Primary supply,Au,2003,Simulated,559,2.5763405760919693
7177,Primary supply,Au,2003,Simulated,358,2.082395628194256
7178,Primary supply,Au,2003,Simulated,179,2.368177098410979
7179,Primary supply,Au,2003,Simulated,220,2.5821520123405683
7180,Primary supply,Au,2003,Simulated,346,2.5795726911206027
7181,Primary supply,Au,2003,Simulated,355,2.394647036641762
7182,Primary supply,Au,2003,Simulated,492,2.45135184500917
7183,Primary supply,Au,2003,Simulated,494,2.686987943894401
7184,Primary supply,Au,2003,Simulated,102,2.5711643051403104
7185,Primary supply,Au,2003,Simulated,315,2.484069368513824
7186,Primary supply,Au,2003,Simulated,370,2.746999130480889
7187,Primary supply,Au,2003,Simulated,49,3.134745370373574
7188,Primary supply,Au,2003,Simulated,159,2.6807175323147123
7189,Primary supply,Au,2004,Historical,Historical,2.42
7190,Primary supply,Au,2004,Simulated,340,2.4648404680591667
7191,Primary supply,Au,2004,Simulated,214,2.630997204030432
7192,Primary supply,Au,2004,Simulated,425,2.598356241534941
7193,Primary supply,Au,2004,Simulated,375,2.4652948953056835
7194,Primary supply,Au,2004,Simulated,462,2.74736037673372
7195,Primary supply,Au,2004,Simulated,304,2.2517988070881825
7196,Primary supply,Au,2004,Simulated,309,2.4682220541082494
7197,Primary supply,Au,2004,Simulated,208,2.3772645928974256
7198,Primary supply,Au,2004,Simulated,100,2.316380786978885
7199,Primary supply,Au,2004,Simulated,283,2.4060655460109133
7200,Primary supply,Au,2004,Simulated,446,2.0785709741318144
7201,Primary supply,Au,2004,Simulated,44,2.346872932193251
7202,Primary supply,Au,2004,Simulated,559,2.7278130637187834
7203,Primary supply,Au,2004,Simulated,358,2.073483979025786
7204,Primary supply,Au,2004,Simulated,179,2.419157997726041
7205,Primary supply,Au,2004,Simulated,220,2.7117805400637724
7206,Primary supply,Au,2004,Simulated,346,2.744805943731406
7207,Primary supply,Au,2004,Simulated,355,2.476173776748835
7208,Primary supply,Au,2004,Simulated,492,2.672414368733115
7209,Primary supply,Au,2004,Simulated,494,2.697796121492652
7210,Primary supply,Au,2004,Simulated,102,2.682598123380385
7211,Primary supply,Au,2004,Simulated,315,2.5261391592347198
7212,Primary supply,Au,2004,Simulated,370,2.90355190766568
7213,Primary supply,Au,2004,Simulated,49,2.9196083628875504
7214,Primary supply,Au,2004,Simulated,159,2.731616469816066
7215,Primary supply,Au,2005,Historical,Historical,2.48
7216,Primary supply,Au,2005,Simulated,340,2.484899071785826
7217,Primary supply,Au,2005,Simulated,214,2.680857662079573
7218,Primary supply,Au,2005,Simulated,425,2.627159833971459
7219,Primary supply,Au,2005,Simulated,375,2.4726853617068256
7220,Primary supply,Au,2005,Simulated,462,2.7244338401575914
7221,Primary supply,Au,2005,Simulated,304,2.2502386285999942
7222,Primary supply,Au,2005,Simulated,309,2.508881982361592
7223,Primary supply,Au,2005,Simulated,208,2.35490035988191
7224,Primary supply,Au,2005,Simulated,100,2.245222526391608
7225,Primary supply,Au,2005,Simulated,283,2.523057656098909
7226,Primary supply,Au,2005,Simulated,446,2.212416757249965
7227,Primary supply,Au,2005,Simulated,44,2.3023029549150458
7228,Primary supply,Au,2005,Simulated,559,2.7650393757665874
7229,Primary supply,Au,2005,Simulated,358,2.100284600786756
7230,Primary supply,Au,2005,Simulated,179,2.415218725460333
7231,Primary supply,Au,2005,Simulated,220,2.7323126463752394
7232,Primary supply,Au,2005,Simulated,346,2.857173509495919
7233,Primary supply,Au,2005,Simulated,355,2.5148092382630125
7234,Primary supply,Au,2005,Simulated,492,2.7923052916038364
