,Ag,Al,Au,Cu,Ni,Pb,Sn,Steel,Zn
154,-1.3469852855537774,-0.402417160807879,-1.3152319215607169,-0.6208298508103444,-0.4267298890177048,-0.4907824020269293,-0.453567212069458,-0.4281481747659134,-0.4233371841460818
155,-1.3464378174049343,-0.3970939377755856,-1.3086163469844825,-0.6195084663059993,-0.4261367318898235,-0.4876168787889833,-0.4510082344067492,-0.4276359682458225,-0.4230283239171092
156,-1.3455069571791916,-0.3966670271762087,-1.3079739368117826,-0.6152847086192669,-0.4250653139856853,-0.4858338178319074,-0.447695486506485,-0.4249323329579109,-0.4204417531935687
157,-1.342282124353381,-0.3849619298008407,-1.3065660106008767,-0.6140623081195218,-0.4141105494311691,-0.4855156120806412,-0.4442790668152734,-0.4227860739303345,-0.4102247018751574
158,-1.34090347888623,-0.3844034290213206,-1.3018962005562429,-0.6121139952604043,-0.4132535029606713,-0.4846771231507611,-0.4384202320487632,-0.422764695658193,-0.4094592984140479
159,-1.3390694198778943,-0.3809061004256641,-1.3006744417778813,-0.6081285750769403,-0.4120004534644014,-0.482170541553523,-0.4379706446475659,-0.4226257449901309,-0.4090735733509038
160,-1.3383386970261937,-0.3798705454652876,-1.2954895341133896,-0.6078759087668365,-0.4065740225568607,-0.4774266966774408,-0.4347891558959212,-0.4216999708033322,-0.4052405243999467
161,-1.3374582799584347,-0.3789836967612316,-1.2948617810682723,-0.6063854720179777,-0.3997375515882709,-0.4765813444893795,-0.4315003951600994,-0.4188018438681474,-0.4038102760830319
162,-1.337421706295536,-0.376701432104939,-1.2856290735227898,-0.6030518967743677,-0.3987309763677954,-0.4696664622814418,-0.4282940212375216,-0.4185409818375945,-0.4035661105616137
163,-1.335749063255776,-0.376463186848309,-1.2806704151512562,-0.5981647424137073,-0.396828005120803,-0.4667053639583156,-0.4264779416247434,-0.4152130437604717,-0.4027682594691642
164,-1.3326315124162322,-0.3743479765649401,-1.276789197275611,-0.594426006567992,-0.3961773829599299,-0.466252303380118,-0.4256039931020643,-0.4095289008065132,-0.3990862046350195
165,-1.3263590660819349,-0.3743338699861795,-1.274721739586779,-0.5922970980993384,-0.3961207831779167,-0.4648318670519771,-0.4247210682885126,-0.4093142163225932,-0.3969688749625139
166,-1.325468422201174,-0.3674005287175601,-1.2744784420653394,-0.5864125663115327,-0.3949662327088833,-0.4637367394763059,-0.4244613515896251,-0.4038139873884604,-0.3962903117416255
167,-1.3184259157983114,-0.3672151502092176,-1.273896968735159,-0.582190097023465,-0.3825939481115736,-0.4634467921454013,-0.4203935043851482,-0.4029706789904256,-0.3922535673550698
168,-1.309303899481863,-0.3660185750483113,-1.267584513394352,-0.5813630798828681,-0.3610277016204781,-0.4621415257733788,-0.4201593536052973,-0.3999052216197089,-0.390708899190514
169,-1.3076222767379049,-0.3644839382848673,-1.2538214490980009,-0.579422452622209,-0.3563370414261526,-0.4606938851455542,-0.4186963186877204,-0.399428518124282,-0.3873165330011179
170,-1.3049301788636725,-0.3604239150198528,-1.2506039673485407,-0.5770645666367775,-0.3557814733041051,-0.4585157165580811,-0.417846991308185,-0.3980457640915807,-0.3813864325078211
171,-1.301167174090166,-0.3603944569213687,-1.2336278173079882,-0.5735866660294683,-0.3557230508959554,-0.4538808950420669,-0.415440030236848,-0.3926689568842305,-0.3762910921127293
172,-1.2997385168699227,-0.3502581748694169,-1.231697522442158,-0.5648622016713037,-0.3557062982026002,-0.4467235314307176,-0.401595211645938,-0.3924783427564802,-0.3756521802008875
173,-1.295330059484677,-0.3469671693177041,-1.2303496653830734,-0.5641978853804019,-0.3540178321754153,-0.4437127497000565,-0.3996187855603347,-0.3903717166356309,-0.3709176793866729
174,-1.2938581472636363,-0.3450796683495072,-1.2236311939837117,-0.5634533028698476,-0.353612439993178,-0.4427089943259087,-0.3913501093518309,-0.3896487669014179,-0.3688194615507258
175,-1.2892158210265954,-0.3443320309160426,-1.222938105847707,-0.5576378125595624,-0.3488223389341205,-0.4369113790855006,-0.3910704393561167,-0.3865967822044214,-0.36575446397065
176,-1.2890316474408023,-0.3416651159543277,-1.2224868137052596,-0.5565370519410688,-0.3463347388208119,-0.4287281529118671,-0.3904452133627978,-0.3838426487352003,-0.365725919328996
177,-1.289003337886284,-0.337575906653053,-1.2188160923262656,-0.551233278764923,-0.3430718509766682,-0.4281940021637654,-0.3901316304654699,-0.3780359134176762,-0.3582692085236397
178,-1.2858892453539283,-0.3356944245095667,-1.2162709273150003,-0.5488526423693949,-0.3409063821521936,-0.4265278204735472,-0.3882814136176105,-0.3771044374306088,-0.3582292361483784
179,-1.27591457484828,-0.3340052240523427,-1.213961903332576,-0.5426016908018001,-0.3395549815484051,-0.4265179452811248,-0.3862353501084555,-0.3751795545899347,-0.3564121522894329
180,-1.2751291393329116,-0.3333943019340752,-1.2116373482184295,-0.5423409684932271,-0.3363981261930643,-0.4225555977323266,-0.3859331707912322,-0.3739615289664529,-0.3555124169571234
181,-1.2691677664786587,-0.3243038305390039,-1.210362221315364,-0.5391313732016086,-0.3230207116935489,-0.4195625504832322,-0.3845372680112017,-0.3704105817067724,-0.3550290936105032
182,-1.2677409518622509,-0.3200065025978249,-1.2099188080652614,-0.5370314408030643,-0.3199263597370926,-0.4189387094727548,-0.3838504524385164,-0.3677120336666529,-0.3531064269310836
183,-1.2661095979708883,-0.3198873547204856,-1.2097792440960085,-0.5363467286181094,-0.3155327768537108,-0.4135353877667053,-0.3806847046918145,-0.3618478987478722,-0.3517763534303441
184,-1.2626044533234488,-0.3146236034561273,-1.198712415472517,-0.5360284831006771,-0.3113425986764539,-0.4114871017311052,-0.3793956325687265,-0.3605731771306493,-0.3368929508030349
185,-1.260869242196375,-0.3043301220180546,-1.1946159432596166,-0.5337654931304011,-0.3018954558448994,-0.4103142779379364,-0.3790733394396026,-0.3585544944970933,-0.3348645859301603
186,-1.2594447161988926,-0.2960290058650239,-1.192276442925308,-0.5318821331783711,-0.2988933342027136,-0.4099017221357675,-0.3770987390393956,-0.3571497807251086,-0.3307574132206248
187,-1.2584899162631642,-0.2930369518742051,-1.1865547529048837,-0.5308461690820335,-0.2986490558270463,-0.3938290478201746,-0.3760684226863141,-0.3564344299698992,-0.3299682331669605
188,-1.253882856289673,-0.2929887485925765,-1.1798432046681702,-0.52518316135074,-0.2947531185137532,-0.3923085649385269,-0.3735579778867674,-0.354412916046408,-0.3244179586819392
189,-1.249011790076158,-0.2909242066973198,-1.17569668326239,-0.5251211083069729,-0.2892669793107476,-0.3864053164550105,-0.3732045631805029,-0.3475302012407007,-0.3242771273708835
190,-1.2484125393767376,-0.2833038084481136,-1.161631727262321,-0.5194778889266207,-0.2851366636237998,-0.37381165903677,-0.3634209526576516,-0.3451629813726273,-0.3242694559170969
191,-1.245080565542228,-0.270731721870819,-1.16044230807542,-0.5153491302747216,-0.2810391287649066,-0.3735599565596298,-0.3551242174989171,-0.3434753231749813,-0.322935600411633
192,-1.241952567406114,-0.2679502079027799,-1.1463171436899202,-0.5147673166257116,-0.2793417483780376,-0.3710623885241177,-0.3529579780123923,-0.3369587609508966,-0.3227998244860295
193,-1.2394457565914831,-0.2677019101728368,-1.1430198460598644,-0.5130868833906149,-0.275824052437843,-0.3690625630793749,-0.3529484718702014,-0.3345339200546298,-0.321970431546098
194,-1.2379016130800329,-0.2647224721284911,-1.1418206504884103,-0.5077928345243167,-0.2735564818617812,-0.3684172267459447,-0.3496619675919092,-0.3278881952802302,-0.3210661255256603
195,-1.2329625419450605,-0.2580410671088202,-1.1403886946456958,-0.5046601339769721,-0.2665619489759508,-0.3630907823753364,-0.3467770195094694,-0.3262853967637407,-0.3168523472037017
196,-1.2325666651632452,-0.2537276600516667,-1.13761506596677,-0.5007444822642607,-0.2655281140028355,-0.3555313728711831,-0.3448325749737061,-0.323376028205619,-0.3100777385100915
197,-1.2287833163615451,-0.2464292102414788,-1.1369227776076256,-0.499751418322814,-0.2601452252120101,-0.3536855854950106,-0.3402366569111621,-0.3138607027983582,-0.3086863478813134
198,-1.2267897305995827,-0.2453313926987302,-1.1333504135936074,-0.4993853206919359,-0.2585114138621927,-0.3507705182043557,-0.3390434156117123,-0.3064279235488675,-0.301497650597967
199,-1.2255748480733004,-0.2371497771558023,-1.1304838431325677,-0.4961095079670318,-0.2577832438267776,-0.350132357718361,-0.3372357284147919,-0.3063820865189756,-0.3008330985256492
200,-1.2253178144289751,-0.2363267528069804,-1.1253755161999763,-0.49461738627452,-0.257163580069042,-0.3487956806560344,-0.3254188954442487,-0.3053725883916262,-0.293068092118858
201,-1.21736363594123,-0.2301270000996228,-1.1249438895469592,-0.4866535072379436,-0.2563097136594575,-0.3420483514303111,-0.3249371520486671,-0.3024913749799315,-0.2919789270968853
202,-1.2172191773491603,-0.2263261066267441,-1.121686956273247,-0.4809411373361631,-0.2554792790624523,-0.3410470596102137,-0.3234746030468538,-0.3012795858319618,-0.2875025846267071
203,-1.213769098077423,-0.2249354811105776,-1.1197992517921695,-0.4782188106281534,-0.2551349664287068,-0.3373814850529996,-0.3222738918401392,-0.2963334071362576,-0.2824613312819398
204,-1.2132632105414056,-0.2228116737288485,-1.1083021369510886,-0.4781024675713595,-0.2512442246979857,-0.335470257243099,-0.3197688558973401,-0.2951359466581352,-0.2823822982887728
205,-1.210141021720879,-0.2192356150419478,-1.1072201344121166,-0.4775402929785374,-0.2479998819659712,-0.3331946645153915,-0.3191889625979607,-0.2949154866084217,-0.282149524145909
206,-1.2092330486250045,-0.2136502309435974,-1.1062015906953018,-0.4772692832237558,-0.239974019605034,-0.3320951694282546,-0.3115744704725183,-0.2900292857980385,-0.2734083333506221
207,-1.2069197489699457,-0.2104688437880344,-1.105249202357177,-0.4768130079897289,-0.2303564857917785,-0.3297578313967421,-0.3016983800354754,-0.2891744795996163,-0.2703137094655694
208,-1.2026454273334068,-0.2097289615033777,-1.10279114143161,-0.4731942763175484,-0.2299364942320803,-0.3285857590133259,-0.2887725586871753,-0.2872752314307558,-0.2702336956184035
209,-1.2021359689666695,-0.1998403560989504,-1.09534030140461,-0.4706484925787036,-0.2264113865971043,-0.3243929659749003,-0.2795804742007564,-0.2748950396722643,-0.2695143130922358
210,-1.2001327197228806,-0.1973997106418604,-1.0945804252131306,-0.4692060629353539,-0.2248180755992629,-0.3231096420401099,-0.2750217799822887,-0.2681006307332516,-0.2658598351810096
211,-1.1963691817652562,-0.1971712919296318,-1.085966458217782,-0.4639055676597128,-0.2220309414102787,-0.3201305679466665,-0.2704035770839514,-0.2678662129273325,-0.2633267429387371
212,-1.195157777652321,-0.1941855683545009,-1.0660589849901922,-0.4604022623288521,-0.2173971970542423,-0.3173375882993876,-0.2641699105317834,-0.265552016062725,-0.2603036746660505
213,-1.192940771117532,-0.1896941223810065,-1.0659454757961495,-0.4592344882157281,-0.2156342764395185,-0.316420025011828,-0.2633164730099855,-0.261500926655587,-0.259982276533148
214,-1.1905668286335636,-0.1866654455627229,-1.0639842360972542,-0.4581988919750907,-0.2017064524794882,-0.3163396125350114,-0.2616848713312748,-0.2552459729120641,-0.2590185179801577
215,-1.1889298931097312,-0.1794297562735502,-1.0607346031150573,-0.4536810171962578,-0.2006382388114519,-0.314253254364599,-0.2580553188224816,-0.2540367787581234,-0.2588866045541601
216,-1.184402856139978,-0.1793895958081115,-1.0582644431881472,-0.4520764846345961,-0.1980476930746174,-0.310441878835222,-0.2575162372842032,-0.2510734909484747,-0.2541047383716276
217,-1.1796659201472226,-0.179025786746624,-1.0521670273848522,-0.451439748009256,-0.1954362374068074,-0.3088333355086338,-0.2497854096520301,-0.2469070670346066,-0.249860778522396
218,-1.17754596806726,-0.178482562593605,-1.0425103802838374,-0.4425143784771728,-0.1953239648607891,-0.3083324091242959,-0.2493794875509141,-0.2433785560335758,-0.2486394317208589
219,-1.1771993730577457,-0.1784060820643333,-1.0303278227622548,-0.4382368793292426,-0.1950952130498127,-0.3080615930488957,-0.2492684852973804,-0.2427703236646272,-0.2485697243647575
220,-1.1771357306010075,-0.1743279092988339,-1.026355200170184,-0.436819631673912,-0.1911332157830027,-0.3025439521763862,-0.2490931442696853,-0.2422761761883263,-0.245653737769593
221,-1.173793474649624,-0.168479180978485,-1.021409242381814,-0.4365171108243075,-0.1876353106274738,-0.2980473571842714,-0.2468712443120988,-0.2412037208795026,-0.2441303628944233
222,-1.1664596628985249,-0.1661593269507271,-1.020250929389657,-0.4362116499388439,-0.1866648105198324,-0.2955295041593789,-0.240503688236971,-0.2384066814836083,-0.2429557766164758
223,-1.164859138828772,-0.1650000552156207,-1.0202034849694896,-0.4352207510741808,-0.1833718433999001,-0.2941502271134599,-0.2404831770854925,-0.2376197967858857,-0.241114703916708
224,-1.1640015997355064,-0.160740928120496,-1.0185273534127088,-0.4284461012961476,-0.1825983928978959,-0.28411453086077,-0.2328252919754809,-0.2329788954642599,-0.240578400105128
225,-1.1614992469919725,-0.1596834878899485,-1.0173146298257998,-0.4263614021157739,-0.1773561997067816,-0.2833227259998392,-0.2271293490047643,-0.2317277624720545,-0.2377934226666004
226,-1.1548567325651362,-0.1542140935660285,-1.0165059818152056,-0.4256563753286351,-0.1763207847334132,-0.2781256595398709,-0.2191295673613313,-0.2306704242848354,-0.2349244785307864
227,-1.1502083155108578,-0.1520382677578942,-1.0153721444974415,-0.4216491622895055,-0.1706530572074853,-0.2773773158436877,-0.2171549766396014,-0.2285370218001542,-0.2346774087725883
228,-1.1449649100899226,-0.1468466697515918,-1.011455681344554,-0.4198063710483173,-0.1653829313512953,-0.2748655227421137,-0.2167252119833047,-0.2264862768940412,-0.2332581850016307
229,-1.1414652008094988,-0.1419220309184426,-1.0104430495534038,-0.4154569442174582,-0.1640201597876041,-0.2735569546384483,-0.2125973356047633,-0.2257154888319149,-0.229992804067526
230,-1.136918556762856,-0.1355571800045581,-1.0089635825261971,-0.4150521040009762,-0.1600253148307062,-0.2707989894318854,-0.2093594838683599,-0.2218628588576836,-0.2282971012990484
231,-1.1287306386356724,-0.1344546847880164,-1.0014352156144055,-0.4083313877665348,-0.1599246828563491,-0.2707149911238228,-0.2089848184555138,-0.216216543312472,-0.227411418481314
232,-1.1285664429259523,-0.1249051205505861,-0.9967017453477186,-0.4036569561725697,-0.1575647073523402,-0.266994579521178,-0.2089316477658959,-0.2156319424087607,-0.2259084781147315
233,-1.1263426432961148,-0.1242249586899715,-0.9966288983175396,-0.4025574377837569,-0.152213884988664,-0.2652924419707941,-0.2036309347103267,-0.2134683905763219,-0.2203368303946686
234,-1.1216193749553285,-0.1237223157515756,-0.99562390033657,-0.4014690693256602,-0.1477374324399236,-0.2595860655063471,-0.1955016398655518,-0.2090569556289563,-0.219507498873709
235,-1.121412431171518,-0.1200331208121297,-0.994580159043422,-0.3958746399688433,-0.1425577867929981,-0.2547002039429395,-0.1948082439944245,-0.2062705206392131,-0.2179022874204175
236,-1.113588747633414,-0.1193053021243833,-0.993853805211814,-0.395099620366349,-0.1380012862175803,-0.2545358545668997,-0.1887365872011957,-0.2038796558875453,-0.2153935078453052
237,-1.1081433600396149,-0.1158113456775453,-0.992435713698285,-0.39368216109789,-0.1375811878542784,-0.2534079623119912,-0.1876044494181755,-0.203820989698039,-0.2132082882446883
238,-1.097726230547315,-0.1151856406874489,-0.9919397507724144,-0.3826815460730182,-0.1234154701905313,-0.2518156908506417,-0.181866343451384,-0.2030960494337954,-0.2097848602181771
239,-1.0928672109730695,-0.1071800707306282,-0.982497808827292,-0.3779337368794736,-0.1118295245316905,-0.251379351886615,-0.179046896659075,-0.2017690864169642,-0.2084908533021165
240,-1.092536060635086,-0.1057820420705383,-0.982059349894864,-0.3777308414230081,-0.1112001557952222,-0.2458526209331663,-0.1652572122316651,-0.2009589226300001,-0.1999963512053162
241,-1.0885564916594646,-0.1046936749623205,-0.9748874117963432,-0.3777242710751644,-0.1043156982128722,-0.2446420202962399,-0.1592623338287837,-0.1996347343743954,-0.1955858448613111
242,-1.084070734113893,-0.1041155335881409,-0.9738166042989828,-0.3753997936588893,-0.1022294218554941,-0.2420920871943689,-0.159054093442956,-0.1893588844905065,-0.1954387566197132
243,-1.0812665865853055,-0.0999746814096732,-0.9714993495953812,-0.3723345587352922,-0.101884471163281,-0.2415229961802444,-0.1506354870189305,-0.1889198895374581,-0.1922155299191524
244,-1.0766976560190695,-0.0964704612939641,-0.9660006674396368,-0.3658741100853134,-0.0986285902249657,-0.230596230123095,-0.1489854223570444,-0.1865063987270095,-0.1899637755826966
245,-1.0720308923488897,-0.0959462085320567,-0.964568756794666,-0.3650324074515192,-0.0941442004882472,-0.2256707683004138,-0.1456573291978053,-0.1840659418889916,-0.1890147236423252
246,-1.0655880557695343,-0.0933658313740933,-0.9617970596170172,-0.3635235321091533,-0.0929567006783281,-0.2253561791774119,-0.1455605693708087,-0.1801842373314565,-0.1831972588513241
247,-1.0626021186371626,-0.0918042459144231,-0.9609005941849404,-0.3592831812321264,-0.0898845348326303,-0.2131790132449229,-0.1403549520379695,-0.1751071800780819,-0.175002302786488
248,-1.0622837414212924,-0.090073885322097,-0.9568596830575964,-0.354213848906173,-0.0882466733986619,-0.2127154906917686,-0.1376710967526566,-0.1733740721451716,-0.1745142006835671
249,-1.0619565914538307,-0.0898535594141472,-0.9564996812399186,-0.3522699924099935,-0.0790185056692086,-0.2116525542360912,-0.1327521221688453,-0.1720002097123479,-0.1733731336644648
250,-1.0612137794044834,-0.0867391014454063,-0.9564343527708192,-0.3521222070895438,-0.0636081428670936,-0.2096564545859004,-0.1281446306467935,-0.170310616143178,-0.1718042272199391
251,-1.0544268772231309,-0.0861643929214395,-0.9537243787853938,-0.3458446590903478,-0.051895165263049,-0.2052509174032551,-0.1036958461226436,-0.1702377233964351,-0.1699356633492576
252,-1.0528373816856715,-0.0806660053881835,-0.9419922332794196,-0.3389647252252861,-0.0471548779195116,-0.2042410312979124,-0.0996474508778665,-0.1671801063906441,-0.1677015024938618
253,-1.0490909864446727,-0.0802831670272652,-0.9317835150539816,-0.3381911316200759,-0.046308829810923,-0.1932986047387696,-0.0963992664772117,-0.1659870988715331,-0.1671995348831362
254,-1.047706565567712,-0.0766678622263699,-0.927544625266596,-0.3338626909300441,-0.0394275536370713,-0.1919927934367129,-0.0960486989714832,-0.1654138721030333,-0.1664619776255601
255,-1.047540530558948,-0.0759682028817403,-0.9268435585770972,-0.330265001864574,-0.0363822388214049,-0.1909106924152284,-0.0958791296224539,-0.1652061680692904,-0.1630521307775294
256,-1.0454203412095735,-0.0699595953284291,-0.9258012012344724,-0.3265909000071295,-0.0359965658330129,-0.1895943235137305,-0.0800214912087206,-0.1626584346036954,-0.1600201301610544
257,-1.0411949165905148,-0.0649671682166758,-0.9180486335749378,-0.3257123282351657,-0.0249563490128843,-0.1892169327984558,-0.0797687683864132,-0.1586684349172273,-0.1590743920477006
258,-1.0383633027295622,-0.0564463643045232,-0.913625425634724,-0.3181907545038899,-0.0198983306831292,-0.1883134526612545,-0.0785663514220737,-0.155786555106295,-0.1559484022687953
259,-1.037602604750314,-0.0541591479564587,-0.909811024109052,-0.3166049609725275,-0.0045598272977608,-0.1875264965199181,-0.0783300153049759,-0.1496227704652725,-0.1511643719115749
260,-1.0371568956464283,-0.0536849126386544,-0.9097574538963076,-0.3113941621560357,0.0034579326312311,-0.1846154278070726,-0.0759561321787051,-0.1485269397861135,-0.1448016856194466
261,-1.034800538860916,-0.0509363365305714,-0.9034120005413389,-0.3111070976033602,0.004564717225695,-0.1812495651303698,-0.0730008454130063,-0.1441297850996399,-0.1445822732432423
262,-1.0307035615355835,-0.0454965450011124,-0.9029772846391408,-0.3096614719319712,0.0160777470033506,-0.1784537164014007,-0.0685428021088887,-0.1435946438946054,-0.1437908862224275
263,-1.0212070349592468,-0.0454150279280931,-0.900511533658629,-0.3088944582151139,0.0206594629302831,-0.1778370396498986,-0.0665137909182184,-0.1365102722128708,-0.1416836197386646
264,-1.0165835309929965,-0.039126806648094,-0.8974877237188104,-0.3084016774725637,0.0241791654688502,-0.1778161388734245,-0.0607923812307858,-0.1249528335030277,-0.1402966100575251
265,-1.0155190991931713,-0.0388153936948006,-0.8947387686557421,-0.307553942016642,0.0278307159460056,-0.1752661274769547,-0.0572311357012985,-0.1220996650785193,-0.139510079380983
266,-1.013155063400228,-0.0370173895378958,-0.8947187824848077,-0.2957707889332592,0.0346499668358137,-0.174319291934169,-0.0563122737764995,-0.1170136696250855,-0.1379758602854681
267,-1.0119311429762707,-0.0346349207189833,-0.8938635845959884,-0.2863528071960019,0.0364647357325065,-0.1741565893045911,-0.0540259259107563,-0.1161419607566191,-0.1379454104574924
268,-1.0118961577364096,-0.0307247222090711,-0.8889393206357643,-0.2838543323990141,0.0368428247207394,-0.1738906121550951,-0.0535876172371256,-0.1160073100636878,-0.1336645803748783
269,-1.0080568479340557,-0.0266122130460446,-0.8874221406865661,-0.2838449258647468,0.0439801939047247,-0.1725990812501739,-0.0458862922824533,-0.1087783315425323,-0.1313766787011696
270,-1.000254390596692,-0.0260464966829644,-0.8873896834658245,-0.2822587855177535,0.0453628710328031,-0.1725515348341254,-0.0430773855191302,-0.0996383779129275,-0.1255640210158298
271,-0.9966500866796112,-0.0183894756433527,-0.8800146354822395,-0.2790080267076617,0.0474314711218846,-0.1711930283489345,-0.0402999834351719,-0.0986701674346779,-0.124316014004191
272,-0.996105659277619,-0.0157110120582761,-0.8788948085531842,-0.2702324030883017,0.0503521433337008,-0.1660903388120025,-0.0357347967215705,-0.0974315331252882,-0.1089064805162558
273,-0.9823067293749,-0.009352043867365,-0.8770100639637087,-0.267495558569051,0.0524418527339898,-0.1649993332296676,-0.0306435267336641,-0.0918101746458085,-0.1085535971682254
274,-0.9788263488668536,-0.0018663524703063,-0.8747882504111417,-0.2673707272824755,0.0566620976873727,-0.1572785303297186,-0.029540464043688,-0.0901836100530036,-0.0878046169401551
275,-0.9771450899679508,-0.0011120827595254,-0.8734771393435401,-0.2633974826255843,0.0665923395304111,-0.1544713636250905,-0.0209669580838859,-0.0893157244072762,-0.0876794533123317
276,-0.9759481608618288,0.001791160880037,-0.8721853957175558,-0.2608818476808101,0.0728492375522899,-0.1463277547657604,-0.0196017738549722,-0.0838777659017948,-0.0771083069465511
277,-0.9738398390670214,0.0042720831656149,-0.8698714737624449,-0.2529557713418733,0.0747328963030519,-0.1419762878555792,-0.0189332101682625,-0.080234443105812,-0.0764165772784938
278,-0.973328027915622,0.0081896500227861,-0.8649731889854863,-0.2505096996346928,0.0813986360056865,-0.1407101184956332,-0.0125495505145026,-0.0791427332399806,-0.0760314774601969
279,-0.9580630707306664,0.0094304221176627,-0.8594339701623973,-0.2485783870500036,0.084761706671903,-0.1394093031542935,-0.0079560629868754,-0.0788961688670012,-0.0714362638204501
280,-0.9567870100938004,0.0129041858322088,-0.8550340219539868,-0.2461239507939866,0.0862178516430927,-0.1298604137504291,-0.0037039994398297,-0.0780284124422831,-0.0653621608355554
281,-0.9483088504956884,0.0143469958306315,-0.8458317801748403,-0.2383843141508858,0.0968405447819762,-0.1266776370583654,0.0030371084683157,-0.0705681878096439,-0.0618108830051779
282,-0.9460551587954632,0.0219343777083536,-0.8357292695769541,-0.2378837768757085,0.0969511146816089,-0.1226377818183793,0.0031321315228061,-0.0683550851013333,-0.0503702192806779
283,-0.9453383618786976,0.0234580314898344,-0.8294805631866929,-0.2311017721168942,0.1009984666452006,-0.121954487495548,0.0064423143715928,-0.0642679345463458,-0.0500920293925744
284,-0.9442765907826228,0.026538815440717,-0.8250692084056116,-0.2300144185774212,0.1122858057133553,-0.1112388427328681,0.0077047875018623,-0.0642063375840316,-0.033109045735583
285,-0.9365225388813232,0.0277316073508477,-0.8087848305163619,-0.2271084658945858,0.1123667616440971,-0.1076244591509099,0.0082646241016737,-0.0613467046912393,-0.0330434126768227
286,-0.9355168937336632,0.0363617449808477,-0.8077590386135677,-0.2240006198696291,0.1178978926728014,-0.0909707030832763,0.0440077384036796,-0.0609221129107475,-0.0302233528447858
287,-0.934504255699388,0.0432482100906887,-0.8074227830417418,-0.2236432787111804,0.1267377760139926,-0.0831731245740371,0.0452504311881221,-0.0576344920497751,-0.0283294145257165
288,-0.9338017623361328,0.0494526452699459,-0.8060358178549691,-0.2214165026777362,0.1270182169247071,-0.0814443211395825,0.05312974677277,-0.0569352096863989,-0.0259031043044861
289,-0.926503591208136,0.0498841247178114,-0.8058841440696944,-0.2155734783185107,0.1294799559720713,-0.0798598679653663,0.0629241407159092,-0.0564905270700701,-0.0253226611073368
290,-0.913775080275926,0.0538116885523564,-0.8046889458449094,-0.2084584555149752,0.1301967849704149,-0.073500170310281,0.0729805265999657,-0.0531045484562091,-0.0251321438610977
291,-0.9103942907891748,0.0593036446648749,-0.804664489150039,-0.2073019180125092,0.1318705275148087,-0.0652093671829746,0.0852639199024337,-0.052699407796555,-0.0229407646035819
292,-0.9085430507187244,0.0594751438351154,-0.8002320701567219,-0.2067936091073192,0.1327485569576754,-0.056954360133421,0.0865194825509476,-0.0424969442523153,-0.0042606741107342
293,-0.8967389225499404,0.0595262575250976,-0.7899140732172808,-0.2030985571046089,0.1384745210842796,-0.0518350046288074,0.0900261501280648,-0.040062342281938,-0.0020469938711126
294,-0.8912360767063295,0.0608882246324134,-0.7851015494577158,-0.202435097569548,0.1388293698440076,-0.043984872394329,0.0923702667529832,-0.0383106582097459,0.0162540417892689
295,-0.8858382962380578,0.0633253172796804,-0.7792436924105663,-0.2015827578742577,0.1392381991670066,-0.0375095314203077,0.093987671180644,-0.0355569520248078,0.0208962688441844
296,-0.8738419246212352,0.0681804366620623,-0.7752004008964158,-0.1970822628252062,0.1595289667709668,-0.0338316945939246,0.099968746665633,-0.0288870708645206,0.0225618791948106
297,-0.8720415014476427,0.0746158608859105,-0.7667425428610617,-0.1919017069880468,0.1701891011596409,-0.0323093354929227,0.1120745744447132,-0.0252260447790674,0.0289888723664481
298,-0.8700606694048517,0.0789246248005646,-0.7641718580654874,-0.1891409572652821,0.1813919333084876,-0.0217311851749554,0.1133458965025575,-0.0230034422324292,0.0317528763648447
299,-0.8662855160415215,0.0791555005249113,-0.7607871296489251,-0.1881289143897288,0.1825626821777571,-0.0212881577291005,0.1184518141021094,-0.022792818407885,0.0333082929018162
300,-0.8571285964677987,0.0843792284993369,-0.7590540029965117,-0.1878184000992858,0.1990078418474558,-0.0013547058279785,0.1186355478980574,-0.0206286884157217,0.0371624153777327
301,-0.8547261854450794,0.0865547426273606,-0.7586238630241079,-0.1861425725944173,0.2017279769819896,0.0129142053074783,0.1213548504525194,-0.0201389626565584,0.0372087434013653
302,-0.8538904889703183,0.091728873765181,-0.7525467895447077,-0.1861069112235342,0.2135801832007134,0.0209458781479965,0.1218666549592764,-0.0133859427105698,0.0388992905420184
303,-0.8506137234894408,0.1005332732293403,-0.7486659689959736,-0.1807691018902588,0.2192495256787091,0.0221125983235481,0.1269714980551022,-0.0088604334119948,0.0463480511003556
304,-0.8436324895957895,0.1011049973707824,-0.7463206165182171,-0.179306824189475,0.2300735046052569,0.0240551191498891,0.1320382230386676,-0.0085092746499366,0.0473827812327705
305,-0.8296103889212895,0.1030156660387355,-0.7295773121705076,-0.1792310092849816,0.2346194566440265,0.0301512106820038,0.1348498170069302,0.0008428131617566,0.0478945748477966
306,-0.8275231888546366,0.1039898989284967,-0.7273123559446613,-0.1768919039647224,0.2442222368329346,0.0365831250016168,0.1467295385790697,0.0023253577129626,0.0574021722823955
307,-0.8262554292681231,0.1049184375467547,-0.7242756281564977,-0.1749593248580968,0.2633285889394501,0.0410391314689446,0.1551543176769272,0.0042858973370297,0.0583609129201248
308,-0.8262547492116701,0.1087171224969753,-0.7132876898043014,-0.1697063158848641,0.2684684235405999,0.0438036830356365,0.1682186538220476,0.0066029169517635,0.0629161756205735
